post_id,title,url,valid_dcv5,fallback,fallback_dcv5_view,hero,quick_strip,work_summary,sidecard,bad_fish_text,bad_cheese_text,bad_qmarks,bad_internal,result
2042,"BALMOȘ CU SLANINĂ (PALENTA SA SLANINOM)",https://drycured.com/recepti-baza/balmos-cu-slanina-palenta-sa-slaninom/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2043,"PFÄLZER SAUMAGEN (FALAČKA SVINJSKA ŽELUDAC-KOBASICA)",https://drycured.com/recepti-baza/pfalzer-saumagen-falacka-svinjska-zeludac-kobasica/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2047,"Domaći Bratwurst",https://drycured.com/recepti-baza/domaci-bratwurst/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2049,"Hausmacher Mettwurst (Domaća dimljena kobasica za mazanje)",https://drycured.com/recepti-baza/hausmacher-mettwurst-domaca-dimljena-kobasica-za-mazanje/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2051,"ŠKOTSKI LORNE SAUSAGE (ČETVRTASTI KOBASIČASTI ODREZAK)",https://drycured.com/recepti-baza/skotski-lorne-sausage-cetvrtasti-kobasicasti-odrezak/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2052,"Jamón Ibérico de Bellota - Iberijski Pršut od Žira",https://drycured.com/recepti-baza/jamon-iberico-de-bellota-iberijski-prsut-od-zira/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2053,"Chorizo de Pamplona - Čorizo iz Pamplone",https://drycured.com/recepti-baza/chorizo-de-pamplona-corizo-iz-pamplone/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2055,"Coppa Piacentina - Piacentinska Coppa",https://drycured.com/recepti-baza/coppa-piacentina-piacentinska-coppa/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2056,"Nduja Calabrese - Kalabrijska Nduja",https://drycured.com/recepti-baza/nduja-calabrese-kalabrijska-nduja/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2057,"Bresaola Valtellinese - Valtelinska Bresaola",https://drycured.com/recepti-baza/bresaola-valtellinese-valtelinska-bresaola/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2058,"Guanciale Romano - Rimski Guanciale",https://drycured.com/recepti-baza/guanciale-romano-rimski-guanciale/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2059,"SALAME MILANO - MILANSKA SALAMA",https://drycured.com/recepti-baza/salame-milano-milanska-salama/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2060,"SOPPRESSATA CALABRESE - KALABRIJSKA SOPPRESSATA",https://drycured.com/recepti-baza/soppressata-calabrese-kalabrijska-soppressata/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2061,"PROSCIUTTO DI PARMA - PARMSKA ŠUNKA",https://drycured.com/recepti-baza/prosciutto-di-parma-parmska-sunka/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2062,"PANCETTA ARROTOLATA - ROLANA PANCETA",https://drycured.com/recepti-baza/pancetta-arrotolata-rolana-panceta/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2063,"FINOCCHIONA TOSCANA - TOSKANSKA KOBASICA S KOMORAČEM",https://drycured.com/recepti-baza/finocchiona-toscana-toskanska-kobasica-s-komoracem/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2064,"COPPA (CAPOCOLLO) - TALIJANSKA VRATINA",https://drycured.com/recepti-baza/coppa-capocollo-talijanska-vratina/,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,OK_DCV5_NOT_TOUCHED
2072,"Njeguški pršut",https://drycured.com/recepti-baza/njeguski-prsut/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2075,"Vrgorački kulen iz zaboravljenih recepata",https://drycured.com/recepti-baza/vrgoracki-kulen-iz-zaboravljenih-recepata/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2076,"Senjska Morska Panceta ""Bura Intenzitet""",https://drycured.com/recepti-baza/senjska-morska-panceta-bura-intenzitet/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2078,"ANDOUILLE DE VIRE",https://drycured.com/recepti-baza/andouille-de-vire/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2079,"COPPA CORSE",https://drycured.com/recepti-baza/coppa-corse/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2080,"SAUCISSE DE MORTEAU",https://drycured.com/recepti-baza/saucisse-de-morteau/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2086,"Prekomurska Slaninska Rolada ""Trnčova""",https://drycured.com/recepti-baza/prekomurska-slaninska-rolada-trncova/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2088,"Koprivnička Kulen",https://drycured.com/recepti-baza/koprivnicka-kulen/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2089,"KABANOSY (TANKE SUHE KOBASICE)",https://drycured.com/recepti-baza/kabanosy-tanke-suhe-kobasice/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2092,"Crikvenička Panceta",https://drycured.com/recepti-baza/crikvenicka-panceta/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
2093,"Stara Koprivnička Salama ""Šokačka Priča""",https://drycured.com/recepti-baza/stara-koprivnicka-salama-sokacka-prica/,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,OK_FALLBACK_DCV5_LIKE
