post_id,title,url,code,country,category,process,tech_group,readiness,source_chars,has_10kg,has_sastojci,has_postupak,has_granulation_or_cut,has_casing,has_pac_salt,has_drying_smoking_maturation,has_garlic,has_errors_solutions,has_storage_serving
3029,"Tiroler Speck – tirolski sušeni dimljeni svinjski but",https://drycured.com/recepti-baza/tiroler-speck-tirolska-slanina-2/,MD-TIROLER_SPECK_TIROLSKA_SLANINA,Austrija,"Sušeni dimljeni cijeli komad","hladno dimljeno | suho soljeno | Sušeno | zreno",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3385,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3030,"Waldviertler Hirschsalami – salama od jelena iz Waldviertela",https://drycured.com/recepti-baza/waldviertler-hirschsalami-salama-od-jelena-iz-waldviertela-2/,MD-WALDVIERTLER_HIRSCHSALAMI_SALAMA_OD_JELENA_IZ_WALDVIERTELA,Austrija,"suha salama","Fermentirano | hladno dimljeno | Sušeno | zreno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4216,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3032,"Mađarska Gyulai Kolbász – Gyulai kobasica",https://drycured.com/recepti-baza/maarska-gyulai-kolbasz-gyulai-kobasica/,MD-MADARSKA_GYULAI_KOLBASZ_GYULAI_KOBASICA,Mađarska,"Suha kobasica","hladno dimljeno | Sušeno | zreno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4374,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3033,"Lukanka iz Panagyurishte – bugarska prešana suha kobasica",https://drycured.com/recepti-baza/lukanka-iz-panagyurishte/,MD-LUKANKA_IZ_PANAGYURISHTE,Bugarska,"Suha kobasica","Fermentirano | prešano | Sušeno | zreno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4189,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3035,"Strandzhansko Dyado – bugarski sušeni punjeni proizvod",https://drycured.com/recepti-baza/strandzhansko-dyado/,MD-STRANDZHANSKO_DYADO,Bugarska,"Suha kobasica","Fermentirano | Sušeno | zreno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4377,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3037,"Dobrudzhanski Babek – bugarski sušeni babek",https://drycured.com/recepti-baza/dobrudzhanski-babek/,MD-DOBRUDZHANSKI_BABEK,Bugarska,"Suha kobasica","Fermentirano | Sušeno | zreno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4296,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3038,"Grčki Loukaniko – tradicionalna grčka kobasica",https://drycured.com/recepti-baza/grcka-tradicionalni-recepti-za-loukaniko-2/,MD-GRCKA_TRADICIONALNI_RECEPTI_ZA_LOUKANIKO,Grčka,"Suha kobasica","Fermentirano | hladno dimljeno ili sušeno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3978,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3039,"Joulukinkku – finska božićna šunka",https://drycured.com/recepti-baza/joulukinkku-bozicna-sunka-2/,MD-JOULUKINKKU_BOZICNA_SUNKA,Finska,"Pršut | sušena šunka","mokro salamureno | pečeno",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3386,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3041,"Saucisson Sec – francuska suha kobasica",https://drycured.com/recepti-baza/saucisson-sec-suha-kobasica-2/,MD-SAUCISSON_SEC_SUHA_KOBASICA,Francuska,"Suha kobasica","Fermentirano | Sušeno | zreno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4138,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3044,"Jésus de Lyon – velika lionska suha kobasica",https://drycured.com/recepti-baza/jesus-de-lyon-2/,MD-JESUS_DE_LYON,Francuska,"Suha kobasica","Fermentirano | Sušeno | zreno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4232,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3045,"Rosette de Lyon – lionska suha kobasica",https://drycured.com/recepti-baza/rosette-de-lyon-2/,MD-ROSETTE_DE_LYON,Francuska,"Suha kobasica","Fermentirano | Sušeno | zreno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4369,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3047,"Siglino Messinias – grčka dimljena svinjetina",https://drycured.com/recepti-baza/siglino-messinias/,MD-SIGLINO_MESSINIAS,Grčka,"Dimljeni sušeni cijeli komad","Dimljeno | soljeno | Sušeno",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3596,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3050,"Pancetta Maltija – malteška panceta",https://drycured.com/recepti-baza/maltezanska-panceta-pancetta-maltija-2/,MD-MALTEZANSKA_PANCETA_PANCETTA_MALTIJA,Malta,"Sušeni dimljeni cijeli komad","soljeno | Sušeno | zreno",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3411,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3051,"Pick Szalámi – mađarski Pick salami",https://drycured.com/recepti-baza/maarski-pick-salami-pick-szalami/,MD-MADARSKI_PICK_SALAMI_PICK_SZALAMI,Mađarska,"suha salama","Fermentirano | hladno dimljeno | Sušeno | zreno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4076,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3052,"Mađarska Kolbász – mađarska kobasica",https://drycured.com/recepti-baza/maarska-kobasica-kolbasz/,MD-MADARSKA_KOBASICA_KOLBASZ,Mađarska,"Suha kobasica","hladno dimljeno | Sušeno | zreno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4204,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3053,"Westfälischer Knochenschinken – vestfalska šunka s kosti",https://drycured.com/recepti-baza/westfalischer-knochenschinken-vestfalska-sunka-s-kosti/,MD-WESTFALISCHER_KNOCHENSCHINKEN_VESTFALSKA_SUNKA_S_KOSTI,Njemačka,"Pršut | sušena šunka","hladno dimljeno | soljeno | Sušeno | zreno",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3735,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3055,"Salo – ukrajinska slana svinjska slanina",https://drycured.com/recepti-baza/salo-slana-svinjeca-slanina/,MD-SALO_SLANA_SVINJECA_SLANINA,Ukrajina,"Sušeni dimljeni cijeli komad","soljeno | zreno",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3596,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3057,"Belokranjska jagenjčara",https://drycured.com/recepti-baza/belokranjska-jagenjcara-2/,MD-BELOKRANJSKA_JAGENJCARA,Slovenija,"Suha kobasica","Dimljeno | Sušeno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4217,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3058,"Sobrasada Mallorquina – majorška sobrasada",https://drycured.com/recepti-baza/sobrasada-mallorquina-majorska-sobrasada-2/,MD-SOBRASADA_MALLORQUINA_MAJORSKA_SOBRASADA,Španjolska,"Suha kobasica","Fermentirano | Sušeno | zreno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4399,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3060,"Appenzeller Mostbröckli – švicarska sušena dimljena govedina",https://drycured.com/recepti-baza/appenzeller-mostbrockli-dimljena-govedina/,MD-APPENZELLER_MOSTBROCKLI_DIMLJENA_GOVEDINA,Švicarska,"Sušeni dimljeni cijeli komad","Dimljeno | soljeno | Sušeno | zreno",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3473,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3061,"Speck Alto Adige – južnotirolski sušeni dimljeni but",https://drycured.com/recepti-baza/speck-alto-adige-2/,MD-SPECK_ALTO_ADIGE,Italija,"Sušeni dimljeni cijeli komad","hladno dimljeno | suho soljeno | Sušeno | zreno",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3610,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3063,"Suxhuk – albanska suha kobasica",https://drycured.com/recepti-baza/suxhuk-albanska-suha-kobasica-2/,MD-SUXHUK_ALBANSKA_SUHA_KOBASICA,Albanija,"Suha kobasica","Fermentirano | opcionalno dimljeno | Sušeno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4129,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3064,"Proshuta Shqiptare – albanska pršuta",https://drycured.com/recepti-baza/0003-proshuta-shqiptare-albanska-prsuta/,MD-PROSHUTA_SHQIPTARE_ALBANSKA_PRSUTA,Albanija,"Pršut / sušena šunka","suho soljeno | Sušeno | zreno",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,2581,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3065,"Mish i thatë – albanska suha janjetina",https://drycured.com/recepti-baza/mish-i-thate-albanska-suha-janjetina-2/,MD-MISH_I_THATE_ALBANSKA_SUHA_JANJETINA,Albanija,"Sušeni cijeli komad","soljeno | Sušeno | zreno",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3521,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3066,"Kärntner Wurzelspeck – koruški sušeni dimljeni vrat",https://drycured.com/recepti-baza/karntner-wurzelspeck-koruska-korijenska-slanina-2/,MD-KARNTNER_WURZELSPECK_KORUSKA_KORIJENSKA_SLANINA,Austrija,"Sušeni dimljeni cijeli komad","Dimljeno | soljeno | Sušeno | zreno",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3448,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3067,"Steirischer Rohschinken – štajerska sirova šunka",https://drycured.com/recepti-baza/steirischer-rohschinken-stajerska-sirova-sunka-2/,MD-STEIRISCHER_ROHSCHINKEN_STAJERSKA_SIROVA_SUNKA,Austrija,"Sirova šunka","suho soljeno | Sušeno | zreno",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3393,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3068,"Vorarlberger Mostbröckle – vorarlberška dimljena govedina",https://drycured.com/recepti-baza/0010-vorarlberger-mostbrockle-vorarlberska-dimljena-govedina/,MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,Austrija,"Sušena dimljena govedina","Dimljeno | soljeno | Sušeno | zreno",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,2654,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3069,"Finska Meetvursti – suha kobasica",https://drycured.com/recepti-baza/finska-meetvursti-suha-kobasica-2/,MD-FINSKA_MEETVURSTI_SUHA_KOBASICA,Finska,"Suha kobasica","Dimljeno | Fermentirano | Sušeno | zreno",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4364,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3070,"Filet d’Anvers – antverpski file",https://drycured.com/recepti-baza/filet-d-anvers-antverpski-file/,MD-FILET_DANVERS_ANTVERPSKI_FILE,Belgija,"Sušeni dimljeni cijeli komad","Dimljeno | soljeno | Sušeno",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3436,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3071,"Lard fumé de Flandre – flamanska dimljena slanina",https://drycured.com/recepti-baza/lard-fume-de-flandre-flamansko-dimljeno-salo-2/,MD-LARD_FUME_DE_FLANDRE_FLAMANSKO_DIMLJENO_SALO,Belgija,"Sušeni dimljeni cijeli komad","Dimljeno | soljeno | Sušeno",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3409,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3073,"Collier fumé de Wallonie – dimljeni svinjski vrat iz Valonije",https://drycured.com/recepti-baza/collier-fume-de-wallonie-dimljeni-svinjski-vrat-iz-valonije-2/,MD-COLLIER_FUME_DE_WALLONIE_DIMLJENI_SVINJSKI_VRAT_IZ_VALONIJE,Belgija,"Dimljeni sušeni cijeli komad","hladno dimljeno | soljeno | Sušeno",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3775,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3075,"Jambon d’Ardenne – ardenska šunka",https://drycured.com/recepti-baza/jambon-d-ardenne-ardenski-prsut/,MD-JAMBON_DARDENNE_ARDENSKI_PRSUT,Belgija,"Pršut | sušena šunka","hladno dimljeno | suho soljeno | Sušeno | zreno",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3670,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3081,"SAUCISSON D'ARDENNE (ARDENSKI KULEN)",https://drycured.com/recepti-baza/saucisson-d-ardenne-ardenski-kulen/,MD-SAUCISSON_DARDENNE_ARDENSKI_KULEN,Belgija,"Kulen | trajna fermentirana kobasica","fermentacija + dimljenje + sušenje + zrenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4238,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3082,"НАНИЖЕН СУДЖУК (Nanižen Sudžuk)",https://drycured.com/recepti-baza/nanizen-sudzuk/,MD-NANIZEN_SUDZUK,Bugarska,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4172,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3084,"СМЯДОВСКА ЛУКАНКА (Smyadovska lukanka)",https://drycured.com/recepti-baza/smyadovska-lukanka/,MD-SMYADOVSKA_LUKANKA,Bugarska,"Suha kobasica",sušenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4297,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3085,"СТАРОПЛАНИНСКИ ПАСТЪРМА (Staroplaninska pastrma)",https://drycured.com/recepti-baza/staroplaninska-pastrma/,MD-STAROPLANINSKA_PASTRMA,Bugarska,"Sušeni cijeli komad",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3646,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3086,"Nadenitsa (Наденица)",https://drycured.com/recepti-baza/nadenitsa/,MD-NADENITSA,Hrvatska,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3839,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3087,"Rulopep (Рулопеп)",https://drycured.com/recepti-baza/rulopep/,MD-RULOPEP,Hrvatska,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3679,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3088,"Katino Meze (Катино мезе)",https://drycured.com/recepti-baza/katino-meze/,MD-KATINO_MEZE,Bugarska,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3678,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3089,"Drobsarma (Дробсарма)",https://drycured.com/recepti-baza/drobsarma/,MD-DROBSARMA,Hrvatska,"Suha kobasica",,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4277,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3090,"Maleshevska Babichka (Малешевска бабичка)",https://drycured.com/recepti-baza/maleshevska-babichka/,MD-MALESHEVSKA_BABICHKA,Hrvatska,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3957,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3091,"Kraishte Pastarma (Краищенска пастърма)",https://drycured.com/recepti-baza/kraishte-pastarma/,MD-KRAISHTE_PASTARMA,Bugarska,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3928,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3092,"Lukanka (Луканка)",https://drycured.com/recepti-baza/lukanka/,MD-LUKANKA,Bugarska,"Suha kobasica",,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4035,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3093,"Sudjuk (Суджук)",https://drycured.com/recepti-baza/sudjuk/,MD-SUDJUK,Bugarska,"Suha kobasica",,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4197,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3095,"Pastarma (Пастърма)",https://drycured.com/recepti-baza/pastarma/,MD-PASTARMA,Bugarska,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3457,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3096,"Banski Starec (Бански старец)",https://drycured.com/recepti-baza/banski-starec/,MD-BANSKI_STAREC,Hrvatska,"Suha kobasica",,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4147,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3097,"Lountza (Λούντζα)",https://drycured.com/recepti-baza/lountza/,MD-LOUNTZA,Grčka/Cipar,"suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3796,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3098,"Hiromeri (Χοιρομέρι)",https://drycured.com/recepti-baza/hiromeri/,MD-HIROMERI,,"Pršut | sušena šunka",sušenje,HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3526,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3099,"Tsamarella (Τσαμαρέλλα)",https://drycured.com/recepti-baza/tsamarella/,MD-TSAMARELLA,Grčka/Cipar,"suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3603,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3100,"Posyrti (Ποσυρτή)",https://drycured.com/recepti-baza/posyrti/,MD-POSYRTI,,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3640,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3101,"Apohtin (Αποχτίν)",https://drycured.com/recepti-baza/apohtin/,MD-APOHTIN,Hrvatska,"suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3700,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3102,"Lounza (Λούντζα) - Dimljena svinjska potrbušina",https://drycured.com/recepti-baza/lounza-dimljena-svinjska-potrbusina/,MD-LOUNZA_DIMLJENA_SVINJSKA_POTRBUSINA,Grčka/Cipar,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3623,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3103,"Tsamarella (Τσαμαρέλλα) - Sušena kozletina",https://drycured.com/recepti-baza/tsamarella-susena-kozletina/,MD-TSAMARELLA_SUSENA_KOZLETINA,Grčka/Cipar,"suhomesnati proizvod","sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3566,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3104,"Hiromeri (Χοιρομέρι) - Ciparski pršut",https://drycured.com/recepti-baza/hiromeri-ciparski-prsut/,MD-HIROMERI_CIPARSKI_PRSUT,Cipar,"Pršut | sušena šunka","sušenje + zrenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3531,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3107,"?? NIZOZEMSKA - Tradicionalni recepti",https://drycured.com/recepti-baza/nizozemska-tradicionalni-recepti/,MD-NIZOZEMSKA_TRADICIONALNI_RECEPTI,Nizozemska,"Suha kobasica",sušenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3982,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3108,"Crmničke goveđe pastrve",https://drycured.com/recepti-baza/crmnicke-govee-pastrve/,MD-CRMNICKE_GOVEDE_PASTRVE,Hrvatska,"suhomesnati proizvod",sušenje,SCOPE_REVIEW_FISH,SCOPE_REVIEW_BEFORE_MIGRATION,3640,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3110,"Crnogorski suđuk",https://drycured.com/recepti-baza/crnogorski-suuk/,MD-CRNOGORSKI_SUDUK,"Crna Gora","suhomesnati proizvod",sušenje,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3483,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3112,"Medisterpølse (Danska svježa začinjena kobasica)",https://drycured.com/recepti-baza/medisterplse-danska-svjeza-zacinjena-kobasica/,MD-MEDISTERP_LSE_DANSKA_SVJEZA_ZACINJENA_KOBASICA,Danska,"Suha kobasica","sušenje + zrenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4055,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3114,"Rullepølse (Danska rolana šunka)",https://drycured.com/recepti-baza/rulleplse-danska-rolana-sunka/,MD-RULLEP_LSE_DANSKA_ROLANA_SUNKA,Danska,"Pršut | sušena šunka",,HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3381,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3115,"Flæskesteg (Danska pečena svinjetina s hrskavom kožom)",https://drycured.com/recepti-baza/flskesteg-danska-pecena-svinjetina-s-hrskavom-kozom/,MD-FL_SKESTEG_DANSKA_PECENA_SVINJETINA_S_HRSKAVOM_KOZOM,Danska,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3635,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3116,"Spegepølse (Danska fermentirana kobasica)",https://drycured.com/recepti-baza/spegeplse-danska-fermentirana-kobasica/,MD-SPEGEP_LSE_DANSKA_FERMENTIRANA_KOBASICA,Danska,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4112,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3117,"Irski spiced beef (Začinjeno sušeno goveđe meso)",https://drycured.com/recepti-baza/irski-spiced-beef-zacinjeno-suseno-govee-meso/,MD-IRSKI_SPICED_BEEF_ZACINJENO_SUSENO_GOVEDE_MESO,Irska,"Sušeni dimljeni cijeli komad","sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3765,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3118,"Kasseler pečenka s pireom od jabuka i krupir knedlama",https://drycured.com/recepti-baza/kasseler-pecenka-s-pireom-od-jabuka-i-krupir-knedlama/,MD-KASSELER_PECENKA_S_PIREOM_OD_JABUKA_I_KRUPIR_KNEDLAMA,Hrvatska,"suhomesnati proizvod",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3865,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3120,"Rogatički Planinsko-Morski Raritet ""Vjetar i More""",https://drycured.com/recepti-baza/rogaticki-planinsko-morski-raritet-vjetar-i-more/,MD-ROGATICKI_PLANINSKO_MORSKI_RARITET_VJETAR_I_MORE,Hrvatska,"suhomesnati proizvod","fermentacija + sušenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3662,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3121,"Istarski Morski Pršut ""Neptunov Dar""",https://drycured.com/recepti-baza/istarski-morski-prsut-neptunov-dar/,MD-ISTARSKI_MORSKI_PRSUT_NEPTUNOV_DAR,Hrvatska,"Pršut | sušena šunka","fermentacija + sušenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3326,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3122,"Potted Beef (konzervirano goveđe meso)",https://drycured.com/recepti-baza/potted-beef-konzervirano-govee-meso/,MD-POTTED_BEEF_KONZERVIRANO_GOVEDE_MESO,Hrvatska,"Sušeni dimljeni cijeli komad",,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3789,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3124,"Engleski sušeni goveđi jezik (Potted Ox Tongue)",https://drycured.com/recepti-baza/engleski-suseni-govei-jezik-potted-ox-tongue/,MD-ENGLESKI_SUSENI_GOVEDI_JEZIK_POTTED_OX_TONGUE,Hrvatska,"suhomesnati proizvod","sušenje + zrenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3872,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3125,"?? Talijansko-toskanski recept za salamu (Salame Toscano)",https://drycured.com/recepti-baza/talijansko-toskanski-recept-za-salamu-salame-toscano/,MD-TALIJANSKO_TOSKANSKI_RECEPT_ZA_SALAMU_SALAME_TOSCANO,Italija,"suha salama",,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3847,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3126,"?? Austrijski recept za Kmetzelsuppe kobasicu",https://drycured.com/recepti-baza/austrijski-recept-za-kmetzelsuppe-kobasicu/,MD-AUSTRIJSKI_RECEPT_ZA_KMETZELSUPPE_KOBASICU,Austrija,"Suha kobasica",,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3850,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3127,"Poljska Kiełbasa Lisiecka (Lisiecka Kobasica)",https://drycured.com/recepti-baza/poljska-kiebasa-lisiecka-lisiecka-kobasica/,MD-POLJSKA_KIE_BASA_LISIECKA_LISIECKA_KOBASICA,Poljska,"Suha kobasica","dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4504,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3128,"KYLMÄSAVULOHI (HLADNO DIMLJENI LOSOS)",https://drycured.com/recepti-baza/kylmasavulohi-hladno-dimljeni-losos/,MD-KYLMASAVULOHI_HLADNO_DIMLJENI_LOSOS,Finska,"dimljena riba","hladno dimljeno",SCOPE_REVIEW_FISH,SCOPE_REVIEW_BEFORE_MIGRATION,3499,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3129,"Jambon de Bayonne (Bajonska šunka)",https://drycured.com/recepti-baza/jambon-de-bayonne-bajonska-sunka/,MD-JAMBON_DE_BAYONNE_BAJONSKA_SUNKA,Francuska,"Pršut | sušena šunka","soljenje + sušenje + zrenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3656,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3131,"SAUCISSON SEC D'AUVERGNE",https://drycured.com/recepti-baza/saucisson-sec-d-auvergne/,MD-SAUCISSON_SEC_DAUVERGNE,Hrvatska,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4281,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
