post_id,title,url,code,country,category,process,tech_group,readiness,source_chars,has_10kg,has_sastojci,has_postupak,has_granulation_or_cut,has_casing,has_pac_salt,has_drying_smoking_maturation,has_garlic,has_errors_solutions,has_storage_serving
2442,"Makarski Jugo Narezak",https://drycured.com/recepti-baza/makarski-jugo-narezak/,MD-MAKARSKI_JUGO_NAREZAK,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3474,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2445,"Hvarski stolen (zaboravljena delicija)",https://drycured.com/recepti-baza/hvarski-stolen-zaboravljena-delicija/,MD-HVARSKI_STOLEN_ZABORAVLJENA_DELICIJA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3461,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2449,"Ribbenssteg (Danska dimljena svinjska rebra)",https://drycured.com/recepti-baza/ribbenssteg-danska-dimljena-svinjska-rebra/,MD-RIBBENSSTEG_DANSKA_DIMLJENA_SVINJSKA_REBRA,Danska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3735,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2450,"Bayonneskinke (Danska zasoljena i dimljena šunka)",https://drycured.com/recepti-baza/bayonneskinke-danska-zasoljena-i-dimljena-sunka/,MD-BAYONNESKINKE_DANSKA_ZASOLJENA_I_DIMLJENA_SUNKA,Francuska,"Pršut | sušena šunka","dimljenje + sušenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3729,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2456,"Spegeskinke (Danska sušena šunka)",https://drycured.com/recepti-baza/spegeskinke-danska-susena-sunka/,MD-SPEGESKINKE_DANSKA_SUSENA_SUNKA,Danska,"Pršut | sušena šunka","sušenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3551,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2458,"Crubeens (Salamurena i dimljena svinjska stopala)",https://drycured.com/recepti-baza/crubeens-salamurena-i-dimljena-svinjska-stopala/,MD-CRUBEENS_SALAMURENA_I_DIMLJENA_SVINJSKA_STOPALA,Irska,"suha salama","dimljenje + soljenje/salamurenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4131,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2464,"StarohrvatskiMore-Kopno Salamet (Salama Maritima)",https://drycured.com/recepti-baza/starohrvatskimore-kopno-salamet-salama-maritima/,MD-STAROHRVATSKIMORE_KOPNO_SALAMET_SALAMA_MARITIMA,Italija,"suha salama","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4075,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2465,"Krčki Ovčji Dimljeni Raritet",https://drycured.com/recepti-baza/krcki-ovcji-dimljeni-raritet/,MD-KRCKI_OVCJI_DIMLJENI_RARITET,Hrvatska,"suhomesnati proizvod","dimljenje + zrenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3483,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2466,"Kvarnerski Divovski Salamet",https://drycured.com/recepti-baza/kvarnerski-divovski-salamet/,MD-KVARNERSKI_DIVOVSKI_SALAMET,Italija,"suha salama","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,3900,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2468,"Lincolnshire kobasica",https://drycured.com/recepti-baza/lincolnshire-kobasica/,MD-LINCOLNSHIRE_KOBASICA,Hrvatska,"Suha kobasica",sušenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4313,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2470,"Bath Chaps (ukiseljene svinjske obrazine)",https://drycured.com/recepti-baza/bath-chaps-ukiseljene-svinjske-obrazine/,MD-BATH_CHAPS_UKISELJENE_SVINJSKE_OBRAZINE,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,4044,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2474,"Tradicionalna engleska šunka (Wiltshire Ham)",https://drycured.com/recepti-baza/tradicionalna-engleska-sunka-wiltshire-ham/,MD-TRADICIONALNA_ENGLESKA_SUNKA_WILTSHIRE_HAM,Hrvatska,"Pršut | sušena šunka","dimljenje + sušenje + zrenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3828,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2476,"Engleski pork pie (svinjetina u tijestu)",https://drycured.com/recepti-baza/engleski-pork-pie-svinjetina-u-tijestu/,MD-ENGLESKI_PORK_PIE_SVINJETINA_U_TIJESTU,Hrvatska,"suhomesnati proizvod",soljenje/salamurenje,SCOPE_REVIEW_OTHER,SCOPE_REVIEW_BEFORE_MIGRATION,4171,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2478,"Suitsink (Dimljena svinjska šunka)",https://drycured.com/recepti-baza/suitsink-dimljena-svinjska-sunka/,MD-SUITSINK_DIMLJENA_SVINJSKA_SUNKA,Estonija,"Pršut | sušena šunka","dimljenje + sušenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3528,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2480,"Talleliha (Polutrajno sušena govedina)",https://drycured.com/recepti-baza/talleliha-polutrajno-susena-govedina/,MD-TALLELIHA_POLUTRAJNO_SUSENA_GOVEDINA,Estonija,"Sušeni dimljeni cijeli komad","sušenje + zrenje + soljenje/salamurenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3637,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2481,"Sealiha õlis (Svinjsko meso u ulju)",https://drycured.com/recepti-baza/sealiha-olis-svinjsko-meso-u-ulju/,MD-SEALIHA_OLIS_SVINJSKO_MESO_U_ULJU,Hrvatska,"suhomesnati proizvod","sušenje + zrenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3810,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2501,"Slovačka Klobása (Slovenská Klobása)",https://drycured.com/recepti-baza/slovacka-klobasa-slovenska-klobasa/,MD-SLOVACKA_KLOBASA_SLOVENSKA_KLOBASA,Slovačka,"Suha kobasica","dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4324,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2503,"RIIPUTETTU HIRVENLIHA (SUHO-ZRELA JELENOVINA)",https://drycured.com/recepti-baza/riiputettu-hirvenliha-suho-zrela-jelenovina/,MD-RIIPUTETTU_HIRVENLIHA_SUHO_ZRELA_JELENOVINA,Finska,"suhomesnati proizvod","sušenje + zrenje + soljenje/salamurenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3535,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2504,"SAVUSIIKA (DIMLJENI SIIKA - BIJELA RIBA)",https://drycured.com/recepti-baza/savusiika-dimljeni-siika-bijela-riba/,MD-SAVUSIIKA_DIMLJENI_SIIKA_BIJELA_RIBA,Finska,"dimljena riba","hladno dimljeno",SCOPE_REVIEW_FISH,SCOPE_REVIEW_BEFORE_MIGRATION,3568,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2505,"METSOPAISTI (SUHO-SALAMURENI TETRIJEB)",https://drycured.com/recepti-baza/metsopaisti-suho-salamureni-tetrijeb/,MD-METSOPAISTI_SUHO_SALAMURENI_TETRIJEB,Finska,"suha salama","dimljenje + sušenje + zrenje + soljenje/salamurenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4003,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2506,"LAMPAAN ILMAKUIVATTU KYLKI (ZRAČNO-SUŠENA JANJEĆJA PRSA)",https://drycured.com/recepti-baza/lampaan-ilmakuivattu-kylki-zracno-susena-janjecja-prsa/,MD-LAMPAAN_ILMAKUIVATTU_KYLKI_ZRACNO_SUSENA_JANJECJA_PRSA,Hrvatska,"suhomesnati proizvod","sušenje + zrenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3604,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2508,"SAVUPORONLIHA (DIMLJENO SOBOVO MESO)",https://drycured.com/recepti-baza/savuporonliha-dimljeno-sobovo-meso/,MD-SAVUPORONLIHA_DIMLJENO_SOBOVO_MESO,Finska,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3508,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2510,"ILMAKUIVATTU PORONPAISTI (ZRAČNO-SUŠENI SOBOV BUT)",https://drycured.com/recepti-baza/ilmakuivattu-poronpaisti-zracno-suseni-sobov-but/,MD-ILMAKUIVATTU_PORONPAISTI_ZRACNO_SUSENI_SOBOV_BUT,Finska,"suhomesnati proizvod","sušenje + soljenje/salamurenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3540,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2511,"GRAAVILOHI (GRAVLAX - FINSKI MARINIRANI LOSOS)",https://drycured.com/recepti-baza/graavilohi-gravlax-finski-marinirani-losos/,MD-GRAAVILOHI_GRAVLAX_FINSKI_MARINIRANI_LOSOS,Finska,"marinirana/gravirana riba","sol + šećer + hladno odležavanje",SCOPE_REVIEW_FISH,SCOPE_REVIEW_BEFORE_MIGRATION,3601,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2513,"LONZO CORSE",https://drycured.com/recepti-baza/lonzo-corse/,MD-LONZO_CORSE,Francuska,"suhomesnati proizvod",sušenje,WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,4156,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2525,"Dulse and Yellowman Bacon (Slanina s morskom travom)",https://drycured.com/recepti-baza/dulse-and-yellowman-bacon-slanina-s-morskom-travom/,MD-DULSE_AND_YELLOWMAN_BACON_SLANINA_S_MORSKOM_TRAVOM,Irska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + soljenje/salamurenje",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3578,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2526,"Caillín Báin (Bieli spek - Irska verzija slanine sa začinima)",https://drycured.com/recepti-baza/caillin-bain-bieli-spek-irska-verzija-slanine-sa-zacinima/,MD-CAILLIN_BAIN_BIELI_SPEK_IRSKA_VERZIJA_SLANINE_SA_ZACINIMA,Irska,"suhomesnati proizvod","sušenje + soljenje/salamurenje",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3800,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2527,"Marrowbone Roll (Rolana kobasica s koštanom srži)",https://drycured.com/recepti-baza/marrowbone-roll-rolana-kobasica-s-kostanom-srzi/,MD-MARROWBONE_ROLL_ROLANA_KOBASICA_S_KOSTANOM_SRZI,Hrvatska,"Suha kobasica",Kuhano,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4217,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2529,"Irski soljena govedina (Corned Beef)",https://drycured.com/recepti-baza/irski-soljena-govedina-corned-beef/,MD-IRSKI_SOLJENA_GOVEDINA_CORNED_BEEF,Irska,"Sušeni dimljeni cijeli komad",soljenje/salamurenje,WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3501,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2530,"Irska šunka u pivu (Beer-Cured Ham)",https://drycured.com/recepti-baza/irska-sunka-u-pivu-beer-cured-ham/,MD-IRSKA_SUNKA_U_PIVU_BEER_CURED_HAM,Hrvatska,"Pršut | sušena šunka",soljenje/salamurenje,HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3557,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2533,"Bjúgu (Islandska dimljena kobasica)",https://drycured.com/recepti-baza/bjugu-islandska-dimljena-kobasica/,MD-BJUGU_ISLANDSKA_DIMLJENA_KOBASICA,Island,"Suha kobasica","dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4144,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2540,"Hrútspungar (Prešana janjeća muda)",https://drycured.com/recepti-baza/hrutspungar-presana-janjeca-muda/,MD-HRUTSPUNGAR_PRESANA_JANJECA_MUDA,Hrvatska,"suhomesnati proizvod","Kuhano | soljeno",SCOPE_REVIEW_OTHER,SCOPE_REVIEW_BEFORE_MIGRATION,3601,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2543,"Lundabaggar (Dimljena prskalina od janjetine)",https://drycured.com/recepti-baza/lundabaggar-dimljena-prskalina-od-janjetine/,MD-LUNDABAGGAR_DIMLJENA_PRSKALINA_OD_JANJETINE,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3653,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2544,"Moldavska Cârnaţi de Oaie (Kobasica od Ovčetine)",https://drycured.com/recepti-baza/moldavska-carnati-de-oaie-kobasica-od-ovcetine/,MD-MOLDAVSKA_CARNA_I_DE_OAIE_KOBASICA_OD_OVCETINE,Moldavija,"Suha kobasica","dimljenje + sušenje + zrenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4463,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2545,"Estonska Suitsusink (Dimljena Šunka)",https://drycured.com/recepti-baza/estonska-suitsusink-dimljena-sunka/,MD-ESTONSKA_SUITSUSINK_DIMLJENA_SUNKA,Estonija,"Pršut | sušena šunka","dimljenje + sušenje + zrenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3631,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2546,"Sudžuk (Sudžuk Kosovar)",https://drycured.com/recepti-baza/sudzuk-sudzuk-kosovar/,MD-SUDZUK_SUDZUK_KOSOVAR,Kosovo,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4067,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2549,"Suxhuk me Spec (Sudžuk s paprikom)",https://drycured.com/recepti-baza/suxhuk-me-spec-sudzuk-s-paprikom/,MD-SUXHUK_ME_SPEC_SUDZUK_S_PAPRIKOM,Hrvatska,"Suha kobasica",sušenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4076,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2553,"Skilandis (litavska dimljena kobasica)",https://drycured.com/recepti-baza/skilandis-litavska-dimljena-kobasica/,MD-SKILANDIS_LITAVSKA_DIMLJENA_KOBASICA,Litva,"Suha kobasica","punjenje + dimljenje/sušenje/zrenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4381,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2554,"Kindziukas (litavska dimljena šunka)",https://drycured.com/recepti-baza/kindziukas-litavska-dimljena-sunka/,MD-KINDZIUKAS_LITAVSKA_DIMLJENA_SUNKA,Litva,"Pršut | sušena šunka","dimljenje + sušenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3691,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2555,"Lašiniai (litavska slanina)",https://drycured.com/recepti-baza/lasiniai-litavska-slanina/,MD-LASINIAI_LITAVSKA_SLANINA,Litva,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + soljenje/salamurenje",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3470,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2556,"Vytinta dešra (litavska suha kobasica)",https://drycured.com/recepti-baza/vytinta-desra-litavska-suha-kobasica/,MD-VYTINTA_DESRA_LITAVSKA_SUHA_KOBASICA,Litva,"Suha kobasica","fermentacija + dimljenje + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4361,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2557,"Rūkyti lašišos (dimljen losos na litavski način)",https://drycured.com/recepti-baza/rukyti-lasisos-dimljen-losos-na-litavski-nacin/,MD-R_KYTI_LASISOS_DIMLJEN_LOSOS_NA_LITAVSKI_NACIN,Litva,"dimljena riba","dimljenje + soljenje",SCOPE_REVIEW_FISH,SCOPE_REVIEW_BEFORE_MIGRATION,3683,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2558,"Pounje Planinski Vrtlog",https://drycured.com/recepti-baza/pounje-planinski-vrtlog/,MD-POUNJE_PLANINSKI_VRTLOG,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3529,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2560,"Drežnički Šušanj",https://drycured.com/recepti-baza/dreznicki-susanj/,MD-DREZNICKI_SUSANJ,"Hrvatska | Nepoznato","suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3481,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2561,"Gospićki Vjetar",https://drycured.com/recepti-baza/gospicki-vjetar/,MD-GOSPICKI_VJETAR,Mađarska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3451,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2563,"Maltežanska kobasica (Zalzett Malti)",https://drycured.com/recepti-baza/maltezanska-kobasica-zalzett-malti/,MD-MALTEZANSKA_KOBASICA_ZALZETT_MALTI,Malta,"Suha kobasica",sušenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4000,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2564,"Maltežanski pršut (Prosciutto Malti)",https://drycured.com/recepti-baza/maltezanski-prsut-prosciutto-malti/,MD-MALTEZANSKI_PRSUT_PROSCIUTTO_MALTI,Malta,"Pršut | sušena šunka","sušenje + zrenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3502,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2565,"Maltežanska suha govedina (Carne Secca Maltija)",https://drycured.com/recepti-baza/maltezanska-suha-govedina-carne-secca-maltija/,MD-MALTEZANSKA_SUHA_GOVEDINA_CARNE_SECCA_MALTIJA,Malta,"Sušeni dimljeni cijeli komad","sušenje + soljenje/salamurenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3469,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2571,"Zaprešićki Vrganjevi Narezak",https://drycured.com/recepti-baza/zapresicki-vrganjevi-narezak/,MD-ZAPRESICKI_VRGANJEVI_NAREZAK,Hrvatska,"suhomesnati proizvod",Sušeno,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3530,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2572,"Medžimurski Divljač Narezak",https://drycured.com/recepti-baza/medzimurski-divljac-narezak/,MD-MEDZIMURSKI_DIVLJAC_NAREZAK,Hrvatska,"suhomesnati proizvod",Sušeno,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3513,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2573,"Gornjomurečki Začinski Narezak",https://drycured.com/recepti-baza/gornjomurecki-zacinski-narezak/,MD-GORNJOMURECKI_ZACINSKI_NAREZAK,Hrvatska,"suhomesnati proizvod",Sušeno,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3492,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2574,"ȘUNCĂ AFUMATĂ (DIMLJENA ŠUNKA)",https://drycured.com/recepti-baza/sunca-afumata-dimljena-sunka/,MD-UNC_AFUMAT_DIMLJENA_SUNKA,Moldavija,"Pršut | sušena šunka","dimljenje + sušenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3396,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2575,"PASTRAMĂ DE OAIE (OVČJA PASTRAMA)",https://drycured.com/recepti-baza/pastrama-de-oaie-ovcja-pastrama/,MD-PASTRAM_DE_OAIE_OVCJA_PASTRAMA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3659,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2576,"CÂRNAȚ AFUMAT (DIMLJENE KOBASICE)",https://drycured.com/recepti-baza/carnat-afumat-dimljene-kobasice/,MD-CARNA_AFUMAT_DIMLJENE_KOBASICE,Rumunjska,"Suha kobasica","dimljenje + sušenje + zrenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4263,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2577,"Droge Worst (Suha kobasica)",https://drycured.com/recepti-baza/droge-worst-suha-kobasica/,MD-DROGE_WORST_SUHA_KOBASICA,Nizozemska,"Suha kobasica","fermentacija + sušenje",SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4064,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2579,"Spekdikken (Slanina s medom)",https://drycured.com/recepti-baza/spekdikken-slanina-s-medom/,MD-SPEKDIKKEN_SLANINA_S_MEDOM,Nizozemska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + soljenje/salamurenje",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3442,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2587,"VOSSAKORV (TRADICIONALNA DIMLJENA KOBASICA IZ VOSSA)",https://drycured.com/recepti-baza/vossakorv-tradicionalna-dimljena-kobasica-iz-vossa/,MD-VOSSAKORV_TRADICIONALNA_DIMLJENA_KOBASICA_IZ_VOSSA,Hrvatska,"Suha kobasica",dimljenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4413,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2589,"SPEKELÅR (SUŠENA I DIMLJENA JELEN/SRNETINA)",https://drycured.com/recepti-baza/spekelar-susena-i-dimljena-jelen-srnetina/,MD-SPEKELAR_SUSENA_I_DIMLJENA_JELEN_SRNETINA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3819,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2594,"GRAVET LAKS (GRAVLAKS - MARINIRANI LOSOS)",https://drycured.com/recepti-baza/gravet-laks-gravlaks-marinirani-losos/,MD-GRAVET_LAKS_GRAVLAKS_MARINIRANI_LOSOS,Norveška,"marinirana/gravirana riba","sol + šećer + hladno odležavanje",SCOPE_REVIEW_FISH,SCOPE_REVIEW_BEFORE_MIGRATION,3686,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2597,"FENALÅR (SUŠENI BUT JANJETA)",https://drycured.com/recepti-baza/fenalar-suseni-but-janjeta/,MD-FENALAR_SUSENI_BUT_JANJETA,Norveška,"suhomesnati proizvod","sušenje + soljenje/salamurenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3642,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2598,"SPEKESKINKE (NORŠKA PRŠUTA)",https://drycured.com/recepti-baza/spekeskinke-norska-prsuta/,MD-SPEKESKINKE_NORSKA_PRSUTA,Hrvatska,"Pršut | sušena šunka","sušenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3571,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2600,"MORR (NORVEŠKA KOBASICA)",https://drycured.com/recepti-baza/morr-norveska-kobasica/,MD-MORR_NORVESKA_KOBASICA,Norveška,"Suha kobasica",dimljenje,SAUSAGE_SALAMI,AUTO_DCV5_CANDIDATE_SAUSAGE,4136,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2603,"Vinkovački Aromatični Začinski Špek",https://drycured.com/recepti-baza/vinkovacki-aromaticni-zacinski-spek/,MD-VINKOVACKI_AROMATICNI_ZACINSKI_SPEK,Hrvatska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje",BACON_FAT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3492,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2608,"Kuru Et (Suho meso sa smrekom)",https://drycured.com/recepti-baza/kuru-et-suho-meso-sa-smrekom/,MD-KURU_ET_SUHO_MESO_SA_SMREKOM,Turska,"Sušeni cijeli komad","dimljenje + sušenje + soljenje/salamurenje",OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3459,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2610,"Tulum Peyniri Dolgulu Et (Meso punjeno sirom)",https://drycured.com/recepti-baza/tulum-peyniri-dolgulu-et-meso-punjeno-sirom/,MD-TULUM_PEYNIRI_DOLGULU_ET_MESO_PUNJENO_SIROM,Turska,"sušeni zreli sir","sušenje + zrenje + soljenje/salamurenje",SCOPE_REVIEW_CHEESE,SCOPE_REVIEW_BEFORE_MIGRATION,3614,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2614,"Virovski Čvarci",https://drycured.com/recepti-baza/virovski-cvarci/,MD-VIROVSKI_CVARCI,Hrvatska,"suhomesnati proizvod",Sušeno,OTHER_MEAT_REVIEW,NEEDS_GROUP_REVIEW,3320,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2616,"BALERON (POLJSKA DIMLJENA VRATINA)",https://drycured.com/recepti-baza/baleron-poljska-dimljena-vratina/,MD-BALERON_POLJSKA_DIMLJENA_VRATINA,Poljska,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",WHOLE_CUT,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3655,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2620,"SZYNKA WĘDZONA (DIMLJENA ŠUNKA)",https://drycured.com/recepti-baza/szynka-wedzona-dimljena-sunka/,MD-SZYNKA_W_DZONA_DIMLJENA_SUNKA,Poljska,"Pršut | sušena šunka","dimljenje + sušenje + zrenje + soljenje/salamurenje",HAM_PROSCIUTTO,AUTO_DCV5_CANDIDATE_WHOLE_CUT,3470,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
