ID,post_title,post_name,post_status,permalink,meta_key_count,has_full_markdown,has_sections,has_verified_process,has_recipe_data,has_any_json_data,has_casing_terms,has_granulation_terms,has_garlic_terms,has_process_terms,forbidden_meta_count,forbidden_meta_terms,contract_readiness,contract_gap,public_risk
2282,Seoske Pečenice,hr-rec-048,draft,https://drycured.com/?post_type=dry_recipe&p=2282,5,0,0,0,1,0,1,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2283,Krepke Pečenice,hr-rec-049,draft,https://drycured.com/?post_type=dry_recipe&p=2283,5,0,0,0,1,0,0,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2284,Dijetne Pečenice,hr-rec-050,draft,https://drycured.com/?post_type=dry_recipe&p=2284,5,0,0,0,1,0,0,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2285,Alpske Pečenice,hr-rec-051,draft,https://drycured.com/?post_type=dry_recipe&p=2285,5,0,0,0,1,0,0,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2286,Domaće Krvavice,hr-rec-052,draft,https://drycured.com/?post_type=dry_recipe&p=2286,5,0,0,0,1,0,0,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2287,Zagorske Krvavice,hr-rec-053,draft,https://drycured.com/?post_type=dry_recipe&p=2287,5,0,0,0,1,0,0,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2288,Zagrebačke Krvavice,hr-rec-054,draft,https://drycured.com/?post_type=dry_recipe&p=2288,5,0,0,0,1,0,1,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2289,Domaće Bijele Krvavice,hr-rec-055,draft,https://drycured.com/?post_type=dry_recipe&p=2289,5,0,0,0,1,0,0,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2290,Pikantne Krvavice,hr-rec-056,draft,https://drycured.com/?post_type=dry_recipe&p=2290,5,0,0,0,1,0,0,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2291,Dijetne Krvavice,hr-rec-057,draft,https://drycured.com/?post_type=dry_recipe&p=2291,5,0,0,0,1,0,0,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2292,Međimurske Crne Čurke,hr-rec-058,draft,https://drycured.com/?post_type=dry_recipe&p=2292,5,0,0,0,1,0,0,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2293,Turopoljske Devenice,hr-rec-059,draft,https://drycured.com/?post_type=dry_recipe&p=2293,5,0,0,0,1,0,0,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2294,Domaće Tlačenice,hr-rec-060,draft,https://drycured.com/?post_type=dry_recipe&p=2294,5,0,0,0,1,0,0,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2295,Domaće Jetrenjače,hr-rec-061,draft,https://drycured.com/?post_type=dry_recipe&p=2295,5,0,0,0,1,0,1,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2353,Pastërma (Albansko suho meso),pasterma-albansko-suho-meso,publish,https://drycured.com/recepti-baza/pasterma-albansko-suho-meso/,18,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2354,Suxhuk (Albanska suha kobasica),suxhuk-albanska-suha-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2354,6,0,0,0,1,0,1,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2355,Proshuta Shqiptare – albanska pršuta,proshuta-shqiptare-albanska-prsuta,publish,https://drycured.com/recepti-baza/proshuta-shqiptare-albanska-prsuta/,18,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2356,Privatno: Kackavall i thatë (Albanski suhi sir),kackavall-i-thate-albanski-suhi-sir,private,https://drycured.com/?post_type=dry_recipe&p=2356,15,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2357,Mish i thatë (Albanska suha janjetina),mish-i-thate-albanska-suha-janjetina,draft,https://drycured.com/?post_type=dry_recipe&p=2357,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2358,Steirischer Rohschinken (Štajerska sirova šunka),steirischer-rohschinken-stajerska-sirova-sunka,draft,https://drycured.com/?post_type=dry_recipe&p=2358,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2359,Vorarlberger Mostbröckle – vorarlberška dimljena govedina,vorarlberger-mostbrockle-vorarlberska-dimljena-govedina,publish,https://drycured.com/recepti-baza/vorarlberger-mostbrockle-vorarlberska-dimljena-govedina/,18,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2360,Austrijska Käsekrainer (Kobasica sa sirom),austrijska-kasekrainer-kobasica-sa-sirom,draft,https://drycured.com/?post_type=dry_recipe&p=2360,6,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2361,Mađarska Gyulai Kolbász (Gyulai kobasica),madarska-gyulai-kolbasz-gyulai-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2361,6,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2362,Finska Meetvursti (Suha kobasica),finska-meetvursti-suha-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2362,6,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2363,Sastojci za 10 kg mesa:,sastojci-za-10-kg-mesa,draft,https://drycured.com/?post_type=dry_recipe&p=2363,6,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2364,Napomena o pripremi masnoće,,pending,https://drycured.com/?post_type=dry_recipe&p=2364,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2365,Napomena o začinima – tradicionalna norveška mješavina,,pending,https://drycured.com/?post_type=dry_recipe&p=2365,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2366,? Tradicionalni prijedlozi posluživanja,,pending,https://drycured.com/?post_type=dry_recipe&p=2366,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2367,Napomena o autentičnoj litavskoj pripremi,,pending,https://drycured.com/?post_type=dry_recipe&p=2367,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2368,? Litavske tradicije posluživanja,,pending,https://drycured.com/?post_type=dry_recipe&p=2368,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2369,Napomena o češnjaku – ključnom sastojku,,pending,https://drycured.com/?post_type=dry_recipe&p=2369,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2370,Napomena o latvijskoj kombinaciji začinskog bilja,,pending,https://drycured.com/?post_type=dry_recipe&p=2370,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2371,? Tradicionalni latvijski prijedlozi posluživanja,,pending,https://drycured.com/?post_type=dry_recipe&p=2371,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2372,? Dobar tek! ?,,pending,https://drycured.com/?post_type=dry_recipe&p=2372,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2373,FILET D&#8217;ANVERS (ANTVERPSKI FILE),filet-danvers-antverpski-file,draft,https://drycured.com/?post_type=dry_recipe&p=2373,6,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2374,SAUCISSE AU FROMAGE DE HERVE (KOBASICA SA SIROM HERVE),saucisse-au-fromage-de-herve-kobasica-sa-sirom-herve,draft,https://drycured.com/?post_type=dry_recipe&p=2374,6,0,0,0,1,0,1,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2375,COLLIER FUMÉ DE WALLONIE (DIMLJENI SVINJSKI VRAT IZ VALONIJE),collier-fume-de-wallonie-dimljeni-svinjski-vrat-iz-valonije,draft,https://drycured.com/?post_type=dry_recipe&p=2375,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2376,JAMBON D&#8217;ARDENNE (ARDENSKI PRŠUT),jambon-dardenne-ardenski-prsut,draft,https://drycured.com/?post_type=dry_recipe&p=2376,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2377,PÂTÉ GAUMAIS (GAUME PAŠTETA),pate-gaumais-gaume-pasteta,draft,https://drycured.com/?post_type=dry_recipe&p=2377,7,1,0,0,1,0,1,0,0,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2378,TÊTE PRESSÉE (PREZVURŠT),tete-pressee-prezvurst,draft,https://drycured.com/?post_type=dry_recipe&p=2378,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2379,BOULETTE DE LIÈGE (LIEŠKA MESNA KOBASICA),boulette-de-liege-lieska-mesna-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2379,6,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2380,SAUCISSON D&#8217;ARDENNE (ARDENSKI KULEN),saucisson-dardenne-ardenski-kulen-2,draft,https://drycured.com/?post_type=dry_recipe&p=2380,6,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2381,Nadenitsa (Наденица),nadenitsa-%d0%bd%d0%b0%d0%b4%d0%b5%d0%bd%d0%b8%d1%86%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2381,6,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2382,Rulopep (Рулопеп),rulopep-%d1%80%d1%83%d0%bb%d0%be%d0%bf%d0%b5%d0%bf,draft,https://drycured.com/?post_type=dry_recipe&p=2382,6,0,0,0,1,0,1,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2383,Banska Kapama (Банска капама),banska-kapama-%d0%b1%d0%b0%d0%bd%d1%81%d0%ba%d0%b0-%d0%ba%d0%b0%d0%bf%d0%b0%d0%bc%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2383,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2384,Katino Meze (Катино мезе),katino-meze-%d0%ba%d0%b0%d1%82%d0%b8%d0%bd%d0%be-%d0%bc%d0%b5%d0%b7%d0%b5,draft,https://drycured.com/?post_type=dry_recipe&p=2384,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2385,Drobsarma (Дробсарма),drobsarma-%d0%b4%d1%80%d0%be%d0%b1%d1%81%d0%b0%d1%80%d0%bc%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2385,6,0,0,0,1,0,1,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2386,Maleshevska Babichka (Малешевска бабичка),maleshevska-babichka-%d0%bc%d0%b0%d0%bb%d0%b5%d1%88%d0%b5%d0%b2%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%b1%d0%b8%d1%87%d0%ba%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2386,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2387,Kraishte Pastarma (Краищенска пастърма),kraishte-pastarma-%d0%ba%d1%80%d0%b0%d0%b8%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%bf%d0%b0%d1%81%d1%82%d1%8a%d1%80%d0%bc%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2387,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2388,Strandzhansko Dyado (Странджанско дядо),strandzhansko-dyado-%d1%81%d1%82%d1%80%d0%b0%d0%bd%d0%b4%d0%b6%d0%b0%d0%bd%d1%81%d0%ba%d0%be-%d0%b4%d1%8f%d0%b4%d0%be,draft,https://drycured.com/?post_type=dry_recipe&p=2388,6,0,0,0,1,0,1,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2389,Srednogorska Kaska (Средногорска каска),srednogorska-kaska-%d1%81%d1%80%d0%b5%d0%b4%d0%bd%d0%be%d0%b3%d0%be%d1%80%d1%81%d0%ba%d0%b0-%d0%ba%d0%b0%d1%81%d0%ba%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2389,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2390,Dobrudzhanski Babek (Добруджански бабек),dobrudzhanski-babek-%d0%b4%d0%be%d0%b1%d1%80%d1%83%d0%b4%d0%b6%d0%b0%d0%bd%d1%81%d0%ba%d0%b8-%d0%b1%d0%b0%d0%b1%d0%b5%d0%ba,draft,https://drycured.com/?post_type=dry_recipe&p=2390,6,0,0,0,1,0,1,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2391,Lukanka (Луканка),lukanka-%d0%bb%d1%83%d0%ba%d0%b0%d0%bd%d0%ba%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2391,6,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2392,Sudjuk (Суджук),sudjuk-%d1%81%d1%83%d0%b4%d0%b6%d1%83%d0%ba,draft,https://drycured.com/?post_type=dry_recipe&p=2392,6,0,0,0,1,0,1,1,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2393,Elena filet (Еленски филе),elena-filet-%d0%b5%d0%bb%d0%b5%d0%bd%d1%81%d0%ba%d0%b8-%d1%84%d0%b8%d0%bb%d0%b5,draft,https://drycured.com/?post_type=dry_recipe&p=2393,6,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2394,Pastarma (Пастърма),pastarma-%d0%bf%d0%b0%d1%81%d1%82%d1%8a%d1%80%d0%bc%d0%b0,draft,https://drycured.com/?post_type=dry_recipe&p=2394,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2395,Banski Starec (Бански старец),banski-starec-%d0%b1%d0%b0%d0%bd%d1%81%d0%ba%d0%b8-%d1%81%d1%82%d0%b0%d1%80%d0%b5%d1%86,draft,https://drycured.com/?post_type=dry_recipe&p=2395,6,0,0,0,1,0,1,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2396,Sastojci (za 5 kg kobasica),sastojci-za-5-kg-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2396,6,0,0,0,1,0,1,1,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
2397,Savjeti za posluživanje,,pending,https://drycured.com/?post_type=dry_recipe&p=2397,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2398,Traditionele Droge Worst (Klasična suha kobasica),traditionele-droge-worst-klasicna-suha-kobasica,publish,https://drycured.com/recepti-baza/traditionele-droge-worst-klasicna-suha-kobasica/,18,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2399,Rookworst (Dimljena kobasica),rookworst-dimljena-kobasica,publish,https://drycured.com/recepti-baza/rookworst-dimljena-kobasica/,18,1,0,0,1,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
2400,?? GRČKI RECEPTI,,pending,https://drycured.com/?post_type=dry_recipe&p=2400,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2401,?? ALBANSKI RECEPTI,,pending,https://drycured.com/?post_type=dry_recipe&p=2401,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2402,Lountza (Λούντζα),lountza-%ce%bb%ce%bf%cf%8d%ce%bd%cf%84%ce%b6%ce%b1,draft,https://drycured.com/?post_type=dry_recipe&p=2402,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2403,Hiromeri (Χοιρομέρι),hiromeri-%cf%87%ce%bf%ce%b9%cf%81%ce%bf%ce%bc%ce%ad%cf%81%ce%b9,draft,https://drycured.com/?post_type=dry_recipe&p=2403,6,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2404,Tsamarella (Τσαμαρέλλα),,pending,https://drycured.com/?post_type=dry_recipe&p=2404,5,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2405,Posyrti (Ποσυρτή),,pending,https://drycured.com/?post_type=dry_recipe&p=2405,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2406,Apohtin (Αποχτίν),,pending,https://drycured.com/?post_type=dry_recipe&p=2406,5,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2407,Lounza (Λούντζα) &#8211; Dimljena svinjska potrbušina,lounza-%ce%bb%ce%bf%cf%8d%ce%bd%cf%84%ce%b6%ce%b1-dimljena-svinjska-potrbusina,draft,https://drycured.com/?post_type=dry_recipe&p=2407,6,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2408,Tsamarella (Τσαμαρέλλα) &#8211; Sušena kozletina,tsamarella-%cf%84%cf%83%ce%b1%ce%bc%ce%b1%cf%81%ce%ad%ce%bb%ce%bb%ce%b1-susena-kozletina,draft,https://drycured.com/?post_type=dry_recipe&p=2408,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2409,Hiromeri (Χοιρομέρι) &#8211; Ciparski pršut,hiromeri-%cf%87%ce%bf%ce%b9%cf%81%ce%bf%ce%bc%ce%ad%cf%81%ce%b9-ciparski-prsut,draft,https://drycured.com/?post_type=dry_recipe&p=2409,6,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2410,Apohti (Απόχτι) &#8211; Dimljeni svinjski file,apohti-%ce%b1%cf%80%cf%8c%cf%87%cf%84%ce%b9-dimljeni-svinjski-file,draft,https://drycured.com/?post_type=dry_recipe&p=2410,6,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2411,Pastourma (Παστουρμάς) &#8211; Ciparski začinjeni sušeni goveđi file,pastourma-%cf%80%ce%b1%cf%83%cf%84%ce%bf%cf%85%cf%81%ce%bc%ce%ac%cf%82-ciparski-zacinjeni-suseni-govedi-file,draft,https://drycured.com/?post_type=dry_recipe&p=2411,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2412,?? GRČKA &#8211; Tradicionalni recepti za Loukaniko,%f0%9f%87%ac%f0%9f%87%b7-grcka-tradicionalni-recepti-za-loukaniko,draft,https://drycured.com/?post_type=dry_recipe&p=2412,17,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2413,?? ALBANIJA &#8211; Tradicionalni recepti za Salçe,%f0%9f%87%a6%f0%9f%87%b1-albanija-tradicionalni-recepti-za-salce,draft,https://drycured.com/?post_type=dry_recipe&p=2413,17,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2414,?? FRANCUSKA &#8211; Tradicionalni recepti za saucisson,%f0%9f%87%ab%f0%9f%87%b7-francuska-tradicionalni-recepti-za-saucisson,draft,https://drycured.com/?post_type=dry_recipe&p=2414,17,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2415,?? NJEMAČKA &#8211; Tradicionalni recepti za Wurst,%f0%9f%87%a9%f0%9f%87%aa-njemacka-tradicionalni-recepti-za-wurst,draft,https://drycured.com/?post_type=dry_recipe&p=2415,17,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2416,?? ITALIJA &#8211; Tradicionalni recepti za salame,%f0%9f%87%ae%f0%9f%87%b9-italija-tradicionalni-recepti-za-salame,draft,https://drycured.com/?post_type=dry_recipe&p=2416,17,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2417,?? PORTUGAL &#8211; Tradicionalni recepti za Linguiça,%f0%9f%87%b5%f0%9f%87%b9-portugal-tradicionalni-recepti-za-linguica,draft,https://drycured.com/?post_type=dry_recipe&p=2417,17,0,0,0,1,0,0,0,0,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2418,?? FRANCUSKA &#8211; Tradicijski recepti za saucisson (30 recepata),%f0%9f%87%ab%f0%9f%87%b7-francuska-tradicijski-recepti-za-saucisson-30-recepata,draft,https://drycured.com/?post_type=dry_recipe&p=2418,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2419,?? ČEŠKA &#8211; Tradicionalni recepti,%f0%9f%87%a8%f0%9f%87%bf-ceska-tradicionalni-recepti,draft,https://drycured.com/?post_type=dry_recipe&p=2419,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2420,?? SLOVAČKA &#8211; Tradicionalni recepti,%f0%9f%87%b8%f0%9f%87%b0-slovacka-tradicionalni-recepti,draft,https://drycured.com/?post_type=dry_recipe&p=2420,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
2421,?? POLJSKA &#8211; Tradicionalni recepti,%f0%9f%87%b5%f0%9f%87%b1-poljska-tradicionalni-recepti,draft,https://drycured.com/?post_type=dry_recipe&p=2421,6,0,0,0,1,0,0,0,1,1,0,,LEGACY_NEEDS_SOURCE_OR_STRUCTURING,MEDIUM,NOT_PUBLIC_OR_PREVIEW
