ID,post_title,post_name,post_status,permalink,meta_key_count,has_full_markdown,has_sections,has_verified_process,has_recipe_data,has_any_json_data,has_casing_terms,has_granulation_terms,has_garlic_terms,has_process_terms,forbidden_meta_count,forbidden_meta_terms,contract_readiness,contract_gap,public_risk
3058,Sobrasada Mallorquina – majorška sobrasada,sobrasada-mallorquina-majorska-sobrasada-2,publish,https://drycured.com/recepti-baza/sobrasada-mallorquina-majorska-sobrasada-2/,27,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3059,Privatno: Julskinka – švedska božićna šunka,julskinka-svedska-bozicna-sunka-2,private,https://drycured.com/?post_type=dry_recipe&p=3059,35,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
3060,Appenzeller Mostbröckli – švicarska sušena dimljena govedina,appenzeller-mostbrockli-dimljena-govedina,publish,https://drycured.com/recepti-baza/appenzeller-mostbrockli-dimljena-govedina/,38,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3061,Speck Alto Adige – južnotirolski sušeni dimljeni but,speck-alto-adige-2,publish,https://drycured.com/recepti-baza/speck-alto-adige-2/,27,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3062,Privatno: Pashtetna – pečena mesna pašteta,pashtetna-pecena-mesna-pasteta,private,https://drycured.com/?post_type=dry_recipe&p=3062,25,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
3063,Suxhuk – albanska suha kobasica,suxhuk-albanska-suha-kobasica-2,publish,https://drycured.com/recepti-baza/suxhuk-albanska-suha-kobasica-2/,27,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3064,Proshuta Shqiptare – albanska pršuta,0003-proshuta-shqiptare-albanska-prsuta,publish,https://drycured.com/recepti-baza/0003-proshuta-shqiptare-albanska-prsuta/,23,1,1,0,0,0,1,0,1,1,1,radni recept,CONTRACT_BUILD_CANDIDATE_MEDIUM,MEDIUM,PUBLIC_FALLBACK_RISK
3065,Mish i thatë – albanska suha janjetina,mish-i-thate-albanska-suha-janjetina-2,publish,https://drycured.com/recepti-baza/mish-i-thate-albanska-suha-janjetina-2/,27,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3066,Kärntner Wurzelspeck – koruški sušeni dimljeni vrat,karntner-wurzelspeck-koruska-korijenska-slanina-2,publish,https://drycured.com/recepti-baza/karntner-wurzelspeck-koruska-korijenska-slanina-2/,27,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3067,Steirischer Rohschinken – štajerska sirova šunka,steirischer-rohschinken-stajerska-sirova-sunka-2,publish,https://drycured.com/recepti-baza/steirischer-rohschinken-stajerska-sirova-sunka-2/,28,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3068,Vorarlberger Mostbröckle – vorarlberška dimljena govedina,0010-vorarlberger-mostbrockle-vorarlberska-dimljena-govedina,publish,https://drycured.com/recepti-baza/0010-vorarlberger-mostbrockle-vorarlberska-dimljena-govedina/,23,1,1,0,0,0,1,0,1,1,1,radni recept,CONTRACT_BUILD_CANDIDATE_MEDIUM,MEDIUM,PUBLIC_FALLBACK_RISK
3069,Finska Meetvursti – suha kobasica,finska-meetvursti-suha-kobasica-2,publish,https://drycured.com/recepti-baza/finska-meetvursti-suha-kobasica-2/,27,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3070,Filet d’Anvers – antverpski file,filet-d-anvers-antverpski-file,publish,https://drycured.com/recepti-baza/filet-d-anvers-antverpski-file/,27,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3071,Lard fumé de Flandre – flamanska dimljena slanina,lard-fume-de-flandre-flamansko-dimljeno-salo-2,publish,https://drycured.com/recepti-baza/lard-fume-de-flandre-flamansko-dimljeno-salo-2/,27,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3072,Privatno: Saucisse au fromage de Herve – kobasica sa sirom Herve,saucisse-au-fromage-de-herve-kobasica-sa-sirom-herve-2,private,https://drycured.com/?post_type=dry_recipe&p=3072,25,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
3073,Collier fumé de Wallonie – dimljeni svinjski vrat iz Valonije,collier-fume-de-wallonie-dimljeni-svinjski-vrat-iz-valonije-2,publish,https://drycured.com/recepti-baza/collier-fume-de-wallonie-dimljeni-svinjski-vrat-iz-valonije-2/,27,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3074,Privatno: Boudin blanc de Bruxelles – bijela kuhana kobasica iz Bruxellesa,boudin-blanc-de-bruxelles-bijela-krvavica-iz-bruxellesa-2,private,https://drycured.com/?post_type=dry_recipe&p=3074,25,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
3075,Jambon d’Ardenne – ardenska šunka,jambon-d-ardenne-ardenski-prsut,publish,https://drycured.com/recepti-baza/jambon-d-ardenne-ardenski-prsut/,27,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3076,Privatno: Pâté gaumais – gaume pašteta,pate-gaumais-gaume-pasteta-2,private,https://drycured.com/?post_type=dry_recipe&p=3076,25,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
3077,Privatno: Tête pressée – prešana svinjska glava / prezvuršt,tete-pressee-prezvurst-2,private,https://drycured.com/?post_type=dry_recipe&p=3077,25,1,1,0,0,0,1,0,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,MEDIUM,NOT_PUBLIC_OR_PREVIEW
3078,Privatno: Boulette de Liège – lieške mesne okruglice,boulette-de-liege-lieska-mesna-kobasica-2,private,https://drycured.com/?post_type=dry_recipe&p=3078,36,1,1,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MEDIUM,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
3081,SAUCISSON D&#8217;ARDENNE (ARDENSKI KULEN),saucisson-d-ardenne-ardenski-kulen,publish,https://drycured.com/recepti-baza/saucisson-d-ardenne-ardenski-kulen/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3082,НАНИЖЕН СУДЖУК (Nanižen Sudžuk),nanizen-sudzuk,publish,https://drycured.com/recepti-baza/nanizen-sudzuk/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3083,ЕЛЕНСКИ БУТ (Elenski but),elenski-but,publish,https://drycured.com/recepti-baza/elenski-but/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3084,СМЯДОВСКА ЛУКАНКА (Smyadovska lukanka),smyadovska-lukanka,publish,https://drycured.com/recepti-baza/smyadovska-lukanka/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3085,СТАРОПЛАНИНСКИ ПАСТЪРМА (Staroplaninska pastrma),staroplaninska-pastrma,publish,https://drycured.com/recepti-baza/staroplaninska-pastrma/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3086,Nadenitsa (Наденица),nadenitsa,publish,https://drycured.com/recepti-baza/nadenitsa/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3087,Rulopep (Рулопеп),rulopep,publish,https://drycured.com/recepti-baza/rulopep/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3088,Katino Meze (Катино мезе),katino-meze,publish,https://drycured.com/recepti-baza/katino-meze/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3089,Drobsarma (Дробсарма),drobsarma,publish,https://drycured.com/recepti-baza/drobsarma/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3090,Maleshevska Babichka (Малешевска бабичка),maleshevska-babichka,publish,https://drycured.com/recepti-baza/maleshevska-babichka/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3091,Kraishte Pastarma (Краищенска пастърма),kraishte-pastarma,publish,https://drycured.com/recepti-baza/kraishte-pastarma/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3092,Lukanka (Луканка),lukanka,publish,https://drycured.com/recepti-baza/lukanka/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3093,Sudjuk (Суджук),sudjuk,publish,https://drycured.com/recepti-baza/sudjuk/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3094,Elena filet (Еленски филе),elena-filet,publish,https://drycured.com/recepti-baza/elena-filet/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3095,Pastarma (Пастърма),pastarma,publish,https://drycured.com/recepti-baza/pastarma/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3096,Banski Starec (Бански старец),banski-starec,publish,https://drycured.com/recepti-baza/banski-starec/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3097,Lountza (Λούντζα),lountza,publish,https://drycured.com/recepti-baza/lountza/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3098,Hiromeri (Χοιρομέρι),hiromeri,publish,https://drycured.com/recepti-baza/hiromeri/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3099,Tsamarella (Τσαμαρέλλα),tsamarella,publish,https://drycured.com/recepti-baza/tsamarella/,13,1,0,0,0,0,1,1,1,1,1,prema receptu,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_FALLBACK_RISK
3100,Posyrti (Ποσυρτή),posyrti,publish,https://drycured.com/recepti-baza/posyrti/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3101,Apohtin (Αποχτίν),apohtin,publish,https://drycured.com/recepti-baza/apohtin/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3102,Lounza (Λούντζα) &#8211; Dimljena svinjska potrbušina,lounza-dimljena-svinjska-potrbusina,publish,https://drycured.com/recepti-baza/lounza-dimljena-svinjska-potrbusina/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3103,Tsamarella (Τσαμαρέλλα) &#8211; Sušena kozletina,tsamarella-susena-kozletina,publish,https://drycured.com/recepti-baza/tsamarella-susena-kozletina/,13,1,0,0,0,0,1,1,1,1,1,prema receptu,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_FALLBACK_RISK
3104,Hiromeri (Χοιρομέρι) &#8211; Ciparski pršut,hiromeri-ciparski-prsut,publish,https://drycured.com/recepti-baza/hiromeri-ciparski-prsut/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3105,Apohti (Απόχτι) &#8211; Dimljeni svinjski file,apohti-dimljeni-svinjski-file,publish,https://drycured.com/recepti-baza/apohti-dimljeni-svinjski-file/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3106,Pastourma (Παστουρμάς) &#8211; Ciparski začinjeni sušeni goveđi file,pastourma-ciparski-zacinjeni-suseni-govei-file,publish,https://drycured.com/recepti-baza/pastourma-ciparski-zacinjeni-suseni-govei-file/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3107,?? NIZOZEMSKA &#8211; Tradicionalni recepti,nizozemska-tradicionalni-recepti,publish,https://drycured.com/recepti-baza/nizozemska-tradicionalni-recepti/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3108,Crmničke goveđe pastrve,crmnicke-govee-pastrve,publish,https://drycured.com/recepti-baza/crmnicke-govee-pastrve/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3109,Privatno: Bjelopavlićka bumbar-pita,bjelopavlicka-bumbar-pita,private,https://drycured.com/?post_type=dry_recipe&p=3109,10,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
3110,Crnogorski suđuk,crnogorski-suuk,publish,https://drycured.com/recepti-baza/crnogorski-suuk/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3111,Privatno: Pagaški sir (rijetka regionalna varijanta),pagaski-sir-rijetka-regionalna-varijanta,private,https://drycured.com/?post_type=dry_recipe&p=3111,10,1,0,0,0,0,1,1,1,1,2,prema receptu,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
3112,Medisterpølse (Danska svježa začinjena kobasica),medisterplse-danska-svjeza-zacinjena-kobasica,publish,https://drycured.com/recepti-baza/medisterplse-danska-svjeza-zacinjena-kobasica/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3113,Privatno: Blodpølse (Danska krvavica),blodplse-danska-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=3113,10,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
3114,Rullepølse (Danska rolana šunka),rulleplse-danska-rolana-sunka,publish,https://drycured.com/recepti-baza/rulleplse-danska-rolana-sunka/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3115,Flæskesteg (Danska pečena svinjetina s hrskavom kožom),flskesteg-danska-pecena-svinjetina-s-hrskavom-kozom,publish,https://drycured.com/recepti-baza/flskesteg-danska-pecena-svinjetina-s-hrskavom-kozom/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3116,Spegepølse (Danska fermentirana kobasica),spegeplse-danska-fermentirana-kobasica,publish,https://drycured.com/recepti-baza/spegeplse-danska-fermentirana-kobasica/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3117,Irski spiced beef (Začinjeno sušeno goveđe meso),irski-spiced-beef-zacinjeno-suseno-govee-meso,publish,https://drycured.com/recepti-baza/irski-spiced-beef-zacinjeno-suseno-govee-meso/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3118,Kasseler pečenka s pireom od jabuka i krupir knedlama,kasseler-pecenka-s-pireom-od-jabuka-i-krupir-knedlama,publish,https://drycured.com/recepti-baza/kasseler-pecenka-s-pireom-od-jabuka-i-krupir-knedlama/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3119,Privatno: Leberkäse s prženim jajima i bavarskim röstijem,leberkase-s-przenim-jajima-i-bavarskim-rostijem,private,https://drycured.com/?post_type=dry_recipe&p=3119,10,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
3120,Rogatički Planinsko-Morski Raritet &#8220;Vjetar i More&#8221;,rogaticki-planinsko-morski-raritet-vjetar-i-more,publish,https://drycured.com/recepti-baza/rogaticki-planinsko-morski-raritet-vjetar-i-more/,13,1,0,0,0,0,1,1,1,1,1,prema receptu,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_FALLBACK_RISK
3121,Istarski Morski Pršut &#8220;Neptunov Dar&#8221;,istarski-morski-prsut-neptunov-dar,publish,https://drycured.com/recepti-baza/istarski-morski-prsut-neptunov-dar/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3122,Potted Beef (konzervirano goveđe meso),potted-beef-konzervirano-govee-meso,publish,https://drycured.com/recepti-baza/potted-beef-konzervirano-govee-meso/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3123,Privatno: Tradicionalni engleski Black Pudding (krvavica),tradicionalni-engleski-black-pudding-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=3123,10,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
3124,Engleski sušeni goveđi jezik (Potted Ox Tongue),engleski-suseni-govei-jezik-potted-ox-tongue,publish,https://drycured.com/recepti-baza/engleski-suseni-govei-jezik-potted-ox-tongue/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3125,?? Talijansko-toskanski recept za salamu (Salame Toscano),talijansko-toskanski-recept-za-salamu-salame-toscano,publish,https://drycured.com/recepti-baza/talijansko-toskanski-recept-za-salamu-salame-toscano/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3126,?? Austrijski recept za Kmetzelsuppe kobasicu,austrijski-recept-za-kmetzelsuppe-kobasicu,publish,https://drycured.com/recepti-baza/austrijski-recept-za-kmetzelsuppe-kobasicu/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3127,Poljska Kiełbasa Lisiecka (Lisiecka Kobasica),poljska-kiebasa-lisiecka-lisiecka-kobasica,publish,https://drycured.com/recepti-baza/poljska-kiebasa-lisiecka-lisiecka-kobasica/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3128,KYLMÄSAVULOHI (HLADNO DIMLJENI LOSOS),kylmasavulohi-hladno-dimljeni-losos,publish,https://drycured.com/recepti-baza/kylmasavulohi-hladno-dimljeni-losos/,11,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3129,Jambon de Bayonne (Bajonska šunka),jambon-de-bayonne-bajonska-sunka,publish,https://drycured.com/recepti-baza/jambon-de-bayonne-bajonska-sunka/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3130,Privatno: Rillettes du Mans (Pašteta od konfitiranog mesa),rillettes-du-mans-pasteta-od-konfitiranog-mesa,private,https://drycured.com/?post_type=dry_recipe&p=3130,10,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,NOT_PUBLIC_OR_PREVIEW
3131,SAUCISSON SEC D&#8217;AUVERGNE,saucisson-sec-d-auvergne,publish,https://drycured.com/recepti-baza/saucisson-sec-d-auvergne/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3132,Armatia (Αρματιά),armatia,publish,https://drycured.com/recepti-baza/armatia/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3133,Pihti (Πηχτή),pihti,publish,https://drycured.com/recepti-baza/pihti/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3134,Kavourmas (Καβουρμάς),kavourmas,publish,https://drycured.com/recepti-baza/kavourmas/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3135,Pastourmas (Παστουρμάς),pastourmas,publish,https://drycured.com/recepti-baza/pastourmas/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3136,Loukaniko (Λουκάνικο),loukaniko,publish,https://drycured.com/recepti-baza/loukaniko/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3137,Apaki (Απάκι),apaki,publish,https://drycured.com/recepti-baza/apaki/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3138,Noumboulo (Νούμπουλο),noumboulo,publish,https://drycured.com/recepti-baza/noumboulo/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3139,Syglino (Σύγκλινο),syglino,publish,https://drycured.com/recepti-baza/syglino/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3140,Skirts and Kidneys (Tradicionalna irska marinirana goveđa dijafragma),skirts-and-kidneys-tradicionalna-irska-marinirana-govea-dijafragma,publish,https://drycured.com/recepti-baza/skirts-and-kidneys-tradicionalna-irska-marinirana-govea-dijafragma/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
3141,Svið (Dimljena janjeća glava),svi-dimljena-janjeca-glava,publish,https://drycured.com/recepti-baza/svi-dimljena-janjeca-glava/,13,1,0,0,0,0,1,1,1,1,0,,CONTRACT_BUILD_CANDIDATE_MARKDOWN_ONLY,LOW_TO_MEDIUM,PUBLIC_NO_META_FALLBACK_FOUND
