post_id,title,url,post_status,detected_type,v1_1_final_type,v1_1_public_update_gate,v1_1_work_priority,v1_1_type_reason,v1_1_block_reasons,has_granulation,has_fat_handling,has_casing,has_brine_or_cure,has_thermal_process,has_thermal_params,has_cold_chain,has_smoking,has_drying,has_aging,has_nitrite,has_nitrite_note,has_fallback_internal
2435,Crnogorska stelja,https://drycured.com/recepti-baza/crnogorska-stelja/,publish,GROUND_MEAT_OR_CASING,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:stelja,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2440,Splitski Maestral Narezak,https://drycured.com/recepti-baza/splitski-maestral-narezak/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2441,Trogirski Zephyr,https://drycured.com/recepti-baza/trogirski-zephyr/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2442,Makarski Jugo Narezak,https://drycured.com/recepti-baza/makarski-jugo-narezak/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2445,Hvarski stolen (zaboravljena delicija),https://drycured.com/recepti-baza/hvarski-stolen-zaboravljena-delicija/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2449,Ribbenssteg (Danska dimljena svinjska rebra),https://drycured.com/recepti-baza/ribbenssteg-danska-dimljena-svinjska-rebra/,publish,GROUND_MEAT_OR_CASING,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:svinjska rebra,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,0,1
2450,Bayonneskinke (Danska zasoljena i dimljena šunka),https://drycured.com/recepti-baza/bayonneskinke-danska-zasoljena-i-dimljena-sunka/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:sunka,dimljena sunka",NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2456,Spegeskinke (Danska sušena šunka),https://drycured.com/recepti-baza/spegeskinke-danska-susena-sunka/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:sunka,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2458,Crubeens (Salamurena i dimljena svinjska stopala),https://drycured.com/recepti-baza/crubeens-salamurena-i-dimljena-svinjska-stopala/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2464,StarohrvatskiMore-Kopno Salamet (Salama Maritima),https://drycured.com/recepti-baza/starohrvatskimore-kopno-salamet-salama-maritima/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2465,Krčki Ovčji Dimljeni Raritet,https://drycured.com/recepti-baza/krcki-ovcji-dimljeni-raritet/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2466,Kvarnerski Divovski Salamet,https://drycured.com/recepti-baza/kvarnerski-divovski-salamet/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2468,Lincolnshire kobasica,https://drycured.com/recepti-baza/lincolnshire-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2470,Bath Chaps (ukiseljene svinjske obrazine),https://drycured.com/recepti-baza/bath-chaps-ukiseljene-svinjske-obrazine/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2474,Tradicionalna engleska šunka (Wiltshire Ham),https://drycured.com/recepti-baza/tradicionalna-engleska-sunka-wiltshire-ham/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:sunka,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,1,1,1,1,1,1,0,0,1
2476,Engleski pork pie (svinjetina u tijestu),https://drycured.com/recepti-baza/engleski-pork-pie-svinjetina-u-tijestu/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2478,Suitsink (Dimljena svinjska šunka),https://drycured.com/recepti-baza/suitsink-dimljena-svinjska-sunka/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:sunka,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2480,Talleliha (Polutrajno sušena govedina),https://drycured.com/recepti-baza/talleliha-polutrajno-susena-govedina/,publish,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,1,1,1,1,1,1,0,0,1
2481,Sealiha õlis (Svinjsko meso u ulju),https://drycured.com/recepti-baza/sealiha-olis-svinjsko-meso-u-ulju/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2501,Slovačka Klobása (Slovenská Klobása),https://drycured.com/recepti-baza/slovacka-klobasa-slovenska-klobasa/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2503,RIIPUTETTU HIRVENLIHA (SUHO-ZRELA JELENOVINA),https://drycured.com/recepti-baza/riiputettu-hirvenliha-suho-zrela-jelenovina/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2504,SAVUSIIKA (DIMLJENI SIIKA &#8211; BIJELA RIBA),https://drycured.com/recepti-baza/savusiika-dimljeni-siika-bijela-riba/,publish,GROUND_MEAT_OR_CASING,FISH_OR_SEAFOOD,FAIL,A_PUBLIC_BLOCKED,"FISH_TITLE:riba,savusiika",PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2505,METSOPAISTI (SUHO-SALAMURENI TETRIJEB),https://drycured.com/recepti-baza/metsopaisti-suho-salamureni-tetrijeb/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2506,LAMPAAN ILMAKUIVATTU KYLKI (ZRAČNO-SUŠENA JANJEĆJA PRSA),https://drycured.com/recepti-baza/lampaan-ilmakuivattu-kylki-zracno-susena-janjecja-prsa/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2508,SAVUPORONLIHA (DIMLJENO SOBOVO MESO),https://drycured.com/recepti-baza/savuporonliha-dimljeno-sobovo-meso/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2510,ILMAKUIVATTU PORONPAISTI (ZRAČNO-SUŠENI SOBOV BUT),https://drycured.com/recepti-baza/ilmakuivattu-poronpaisti-zracno-suseni-sobov-but/,publish,GROUND_MEAT_OR_CASING,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:sobov but,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2511,GRAAVILOHI (GRAVLAX &#8211; FINSKI MARINIRANI LOSOS),https://drycured.com/recepti-baza/graavilohi-gravlax-finski-marinirani-losos/,publish,GROUND_MEAT_OR_CASING,FISH_OR_SEAFOOD,FAIL,A_PUBLIC_BLOCKED,"FISH_TITLE:losos,graavilohi,gravlax",PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2513,LONZO CORSE,https://drycured.com/recepti-baza/lonzo-corse/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,0,1
2525,Dulse and Yellowman Bacon (Slanina s morskom travom),https://drycured.com/recepti-baza/dulse-and-yellowman-bacon-slanina-s-morskom-travom/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:slanina,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2526,Caillín Báin (Bieli spek &#8211; Irska verzija slanine sa začinima),https://drycured.com/recepti-baza/caillin-bain-bieli-spek-irska-verzija-slanine-sa-zacinima/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,0,1
2527,Marrowbone Roll (Rolana kobasica s koštanom srži),https://drycured.com/recepti-baza/marrowbone-roll-rolana-kobasica-s-kostanom-srzi/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2529,Irski soljena govedina (Corned Beef),https://drycured.com/recepti-baza/irski-soljena-govedina-corned-beef/,publish,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,1,1,1,1,1,1,0,0,1
2530,Irska šunka u pivu (Beer-Cured Ham),https://drycured.com/recepti-baza/irska-sunka-u-pivu-beer-cured-ham/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:sunka,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,1,1,1,1,1,1,0,0,1
2533,Bjúgu (Islandska dimljena kobasica),https://drycured.com/recepti-baza/bjugu-islandska-dimljena-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2540,Hrútspungar (Prešana janjeća muda),https://drycured.com/recepti-baza/hrutspungar-presana-janjeca-muda/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2543,Lundabaggar (Dimljena prskalina od janjetine),https://drycured.com/recepti-baza/lundabaggar-dimljena-prskalina-od-janjetine/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2544,Moldavska Cârnaţi de Oaie (Kobasica od Ovčetine),https://drycured.com/recepti-baza/moldavska-carnati-de-oaie-kobasica-od-ovcetine/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2545,Estonska Suitsusink (Dimljena Šunka),https://drycured.com/recepti-baza/estonska-suitsusink-dimljena-sunka/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:sunka,dimljena sunka",PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2546,Sudžuk (Sudžuk Kosovar),https://drycured.com/recepti-baza/sudzuk-sudzuk-kosovar/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2549,Suxhuk me Spec (Sudžuk s paprikom),https://drycured.com/recepti-baza/suxhuk-me-spec-sudzuk-s-paprikom/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2553,Skilandis (litavska dimljena kobasica),https://drycured.com/recepti-baza/skilandis-litavska-dimljena-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2554,Kindziukas (litavska dimljena šunka),https://drycured.com/recepti-baza/kindziukas-litavska-dimljena-sunka/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:sunka,dimljena sunka",NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2555,Lašiniai (litavska slanina),https://drycured.com/recepti-baza/lasiniai-litavska-slanina/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:slanina,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2556,Vytinta dešra (litavska suha kobasica),https://drycured.com/recepti-baza/vytinta-desra-litavska-suha-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2557,Rūkyti lašišos (dimljen losos na litavski način),https://drycured.com/recepti-baza/rukyti-lasisos-dimljen-losos-na-litavski-nacin/,publish,GROUND_MEAT_OR_CASING,FISH_OR_SEAFOOD,FAIL,A_PUBLIC_BLOCKED,"FISH_TITLE:losos,lasisos",PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2558,Pounje Planinski Vrtlog,https://drycured.com/recepti-baza/pounje-planinski-vrtlog/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2560,Drežnički Šušanj,https://drycured.com/recepti-baza/dreznicki-susanj/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2561,Gospićki Vjetar,https://drycured.com/recepti-baza/gospicki-vjetar/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2563,Maltežanska kobasica (Zalzett Malti),https://drycured.com/recepti-baza/maltezanska-kobasica-zalzett-malti/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2564,Maltežanski pršut (Prosciutto Malti),https://drycured.com/recepti-baza/maltezanski-prsut-prosciutto-malti/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:prosciutto,prsut",PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2565,Maltežanska suha govedina (Carne Secca Maltija),https://drycured.com/recepti-baza/maltezanska-suha-govedina-carne-secca-maltija/,publish,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2571,Zaprešićki Vrganjevi Narezak,https://drycured.com/recepti-baza/zapresicki-vrganjevi-narezak/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2572,Medžimurski Divljač Narezak,https://drycured.com/recepti-baza/medzimurski-divljac-narezak/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2573,Gornjomurečki Začinski Narezak,https://drycured.com/recepti-baza/gornjomurecki-zacinski-narezak/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2574,ȘUNCĂ AFUMATĂ (DIMLJENA ŠUNKA),https://drycured.com/recepti-baza/sunca-afumata-dimljena-sunka/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:sunka,dimljena sunka",NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2575,PASTRAMĂ DE OAIE (OVČJA PASTRAMA),https://drycured.com/recepti-baza/pastrama-de-oaie-ovcja-pastrama/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2576,CÂRNAȚ AFUMAT (DIMLJENE KOBASICE),https://drycured.com/recepti-baza/carnat-afumat-dimljene-kobasice/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2577,Droge Worst (Suha kobasica),https://drycured.com/recepti-baza/droge-worst-suha-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2579,Spekdikken (Slanina s medom),https://drycured.com/recepti-baza/spekdikken-slanina-s-medom/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:slanina,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2587,VOSSAKORV (TRADICIONALNA DIMLJENA KOBASICA IZ VOSSA),https://drycured.com/recepti-baza/vossakorv-tradicionalna-dimljena-kobasica-iz-vossa/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2589,SPEKELÅR (SUŠENA I DIMLJENA JELEN/SRNETINA),https://drycured.com/recepti-baza/spekelar-susena-i-dimljena-jelen-srnetina/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2594,GRAVET LAKS (GRAVLAKS &#8211; MARINIRANI LOSOS),https://drycured.com/recepti-baza/gravet-laks-gravlaks-marinirani-losos/,publish,GROUND_MEAT_OR_CASING,FISH_OR_SEAFOOD,FAIL,A_PUBLIC_BLOCKED,"FISH_TITLE:losos,gravet laks",PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2597,FENALÅR (SUŠENI BUT JANJETA),https://drycured.com/recepti-baza/fenalar-suseni-but-janjeta/,publish,GROUND_MEAT_OR_CASING,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:suseni but,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2598,SPEKESKINKE (NORŠKA PRŠUTA),https://drycured.com/recepti-baza/spekeskinke-norska-prsuta/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:prsut,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2600,MORR (NORVEŠKA KOBASICA),https://drycured.com/recepti-baza/morr-norveska-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2603,Vinkovački Aromatični Začinski Špek,https://drycured.com/recepti-baza/vinkovacki-aromaticni-zacinski-spek/,publish,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2608,Kuru Et (Suho meso sa smrekom),https://drycured.com/recepti-baza/kuru-et-suho-meso-sa-smrekom/,publish,GROUND_MEAT_OR_CASING,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:suho meso,GROUND_MISSING_GRANULATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2610,Tulum Peyniri Dolgulu Et (Meso punjeno sirom),https://drycured.com/recepti-baza/tulum-peyniri-dolgulu-et-meso-punjeno-sirom/,publish,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2614,Virovski Čvarci,https://drycured.com/recepti-baza/virovski-cvarci/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2616,BALERON (POLJSKA DIMLJENA VRATINA),https://drycured.com/recepti-baza/baleron-poljska-dimljena-vratina/,publish,GROUND_MEAT_OR_CASING,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:vratina,baleron",NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,0,1
2620,SZYNKA WĘDZONA (DIMLJENA ŠUNKA),https://drycured.com/recepti-baza/szynka-wedzona-dimljena-sunka/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:sunka,dimljena sunka",NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2621,BOCZEK WĘDZONY (DIMLJENA SLANINA),https://drycured.com/recepti-baza/boczek-wedzony-dimljena-slanina/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:slanina,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2622,Chouriço Tradicional Português (Tradicionalna portugalska kobasica),https://drycured.com/recepti-baza/chourico-tradicional-portugues-tradicionalna-portugalska-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2623,Presunto Português (Portugalska pršuta),https://drycured.com/recepti-baza/presunto-portugues-portugalska-prsuta/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:prsut,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
