post_id,title,url,post_status,detected_type,v1_1_final_type,v1_1_public_update_gate,v1_1_work_priority,v1_1_type_reason,v1_1_block_reasons,has_granulation,has_fat_handling,has_casing,has_brine_or_cure,has_thermal_process,has_thermal_params,has_cold_chain,has_smoking,has_drying,has_aging,has_nitrite,has_nitrite_note,has_fallback_internal
2624,Paio Alentejano (Alentejanska kobasica),https://drycured.com/recepti-baza/paio-alentejano-alentejanska-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2625,Farinheira Alentejana (Kobasica s brašnom iz Alenteja),https://drycured.com/recepti-baza/farinheira-alentejana-kobasica-s-brasnom-iz-alenteja/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2627,Chouriço de Vinho (Kobasica s Vinom),https://drycured.com/recepti-baza/chourico-de-vinho-kobasica-s-vinom/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2628,Paio do Alentejo (Alentejo Dimljena Kobasica),https://drycured.com/recepti-baza/paio-do-alentejo-alentejo-dimljena-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2629,Alheira de Mirandela (Kobasica iz Mirandele),https://drycured.com/recepti-baza/alheira-de-mirandela-kobasica-iz-mirandele/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2631,Rovinjska Kobasica,https://drycured.com/recepti-baza/rovinjska-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2632,Krčki Sir-Kobasica,https://drycured.com/recepti-baza/krcki-sir-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2633,Senjska Šunka,https://drycured.com/recepti-baza/senjska-sunka/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:sunka,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2637,Tradicionalni Thüringer Schinken (Tirinška šunka),https://drycured.com/recepti-baza/tradicionalni-thuringer-schinken-tirinska-sunka/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:schinken,sunka",PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2638,Bavarski Bierschinken (Šunka od piva),https://drycured.com/recepti-baza/bavarski-bierschinken-sunka-od-piva/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:schinken,sunka",NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,1,1,1,1,1,1,1,0,1
2645,Viganjska kobasica od divlje svinje s tavom,https://drycured.com/recepti-baza/viganjska-kobasica-od-divlje-svinje-s-tavom/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2664,BABIC (Tradicionalna babić kobasica),https://drycured.com/recepti-baza/babic-tradicionalna-babic-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2665,MUȘCHI ȚIGĂNESC (Ciganski vrat),https://drycured.com/recepti-baza/muschi-tiganesc-ciganski-vrat/,publish,GROUND_MEAT_OR_CASING,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,CALIBRATION_ACCEPTED:TITLE_WHOLE_CUT_SIGNAL:vrat,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2666,CÂRNAȚI DE BURDUF (Sirnate kobasice),https://drycured.com/recepti-baza/carnati-de-burduf-sirnate-kobasice/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2667,ȘUNCĂ DE MANGALIȚA AFUMATĂ (Dimljena mangulica šunka),https://drycured.com/recepti-baza/sunca-de-mangalita-afumata-dimljena-mangulica-sunka/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:sunka,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2668,CÂRNAŢI DE PLEŞCOI (Pleščojske kobasice),https://drycured.com/recepti-baza/carnati-de-plescoi-plescojske-kobasice/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2670,GHIUDEM (Suha kobasica od ovčetine),https://drycured.com/recepti-baza/ghiudem-suha-kobasica-od-ovcetine/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2682,HIGHLAND VENISON HAM (DIMLJENA ŠUNKA OD JELENA),https://drycured.com/recepti-baza/highland-venison-ham-dimljena-sunka-od-jelena/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:sunka,dimljena sunka",NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2683,EDINBURGH POTTED HOG (KONZERVIRANO SVINJSKO MESO),https://drycured.com/recepti-baza/edinburgh-potted-hog-konzervirano-svinjsko-meso/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2684,ŠKOTSKI HAGGIS,https://drycured.com/recepti-baza/skotski-haggis/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2687,AYRSHIRE PRESAVICA (AYRSHIRE MIDDLE CUT),https://drycured.com/recepti-baza/ayrshire-presavica-ayrshire-middle-cut/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,0,1
2688,HIGHLANDS JERKY (SUŠENA DIVLJAČ),https://drycured.com/recepti-baza/highlands-jerky-susena-divljac/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2689,KopačkiRib Začinska Štruca,https://drycured.com/recepti-baza/kopackirib-zacinska-struca/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2691,Valpovačka Zimska Devenica,https://drycured.com/recepti-baza/valpovacka-zimska-devenica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2692,Požeška Začinska Štruca,https://drycured.com/recepti-baza/pozeska-zacinska-struca/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2693,Osječki Začinski Špek,https://drycured.com/recepti-baza/osjecki-zacinski-spek/,publish,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2695,Slavonsko-Brodski Ljuti Čvarci,https://drycured.com/recepti-baza/slavonsko-brodski-ljuti-cvarci/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2697,Baranjska Ljuta Slavonska Kobasica,https://drycured.com/recepti-baza/baranjska-ljuta-slavonska-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2698,Slavonska Domaća Suhomesnata Salama,https://drycured.com/recepti-baza/slavonska-domaca-suhomesnata-salama/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2699,Baranjska Fermenetirana Kobasica,https://drycured.com/recepti-baza/baranjska-fermenetirana-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2701,Vukovarska Tradicionalna Kobasica,https://drycured.com/recepti-baza/vukovarska-tradicionalna-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2702,Baranjski Začinski Špek s Pustara Začinima,https://drycured.com/recepti-baza/baranjski-zacinski-spek-s-pustara-zacinima/,publish,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2704,Osječko-Baranjski Ljuti Špek s Divljim Travama,https://drycured.com/recepti-baza/osjecko-baranjski-ljuti-spek-s-divljim-travama/,publish,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2707,Klobása (slovačka kobasica),https://drycured.com/recepti-baza/klobasa-slovacka-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2708,Údené mäso (dimljeno meso),https://drycured.com/recepti-baza/udene-maso-dimljeno-meso/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2712,Koroška tunka,https://drycured.com/recepti-baza/koroska-tunka/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2713,Zasavska klobasa (Zasavska kobasica),https://drycured.com/recepti-baza/zasavska-klobasa-zasavska-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2714,Prleška tünka,https://drycured.com/recepti-baza/prleska-tunka/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,0,0,1
2715,Idrijsko kosilo,https://drycured.com/recepti-baza/idrijsko-kosilo/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,0,1
2717,Savinjski želodec (Savinjski želudac),https://drycured.com/recepti-baza/savinjski-zelodec-savinjski-zeludac/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,1,1,1,1,1,1,0,0,1
2718,Prekmurska šunka,https://drycured.com/recepti-baza/prekmurska-sunka/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:sunka,PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,0,0,1
2722,Crnogorska Pršuta (Njeguška pršuta),https://drycured.com/recepti-baza/crnogorska-prsuta-njeguska-prsuta/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:prsut,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2723,Crnogorska Kastradina,https://drycured.com/recepti-baza/crnogorska-kastradina/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2724,PRINSKORV (ŠVEDSKE TANKE DIMLJENE KOBASICE),https://drycured.com/recepti-baza/prinskorv-svedske-tanke-dimljene-kobasice/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2725,FLÄSKLÄGG (DIMLJENA SVINJSKA KOLJENICA),https://drycured.com/recepti-baza/flasklagg-dimljena-svinjska-koljenica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2726,ÖLÄNDSK GETKORV (ÖLANDSKA KOZJA KOBASICA),https://drycured.com/recepti-baza/olandsk-getkorv-olandska-kozja-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2727,KRONOBERGSKORV (KRONOBERGŠKA KOBASICA),https://drycured.com/recepti-baza/kronobergskorv-kronobergska-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2728,VÄRMLANDSKORV (VÄRMLANDSKA DIMLJENA KOBASICA),https://drycured.com/recepti-baza/varmlandskorv-varmlandska-dimljena-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2729,FALUKORV (TRADICIONALNA ŠVEDSKA KOBASICA),https://drycured.com/recepti-baza/falukorv-tradicionalna-svedska-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2730,GRAVAD LAX (ŠVEDSKI GRAVLJENI LOSOS),https://drycured.com/recepti-baza/gravad-lax-svedski-gravljeni-losos/,publish,GROUND_MEAT_OR_CASING,FISH_OR_SEAFOOD,FAIL,A_PUBLIC_BLOCKED,FISH_TITLE:losos,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2732,ISTERBAND (ŠVEDSKA FERMENTIRANA KOBASICA),https://drycured.com/recepti-baza/isterband-svedska-fermentirana-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2733,SPICKESKINKA (ŠVEDSKA SUHA ŠUNKA),https://drycured.com/recepti-baza/spickeskinka-svedska-suha-sunka/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,WHOLE_CUT_TITLE:sunka,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2736,GLARNER KALBERWURST (TELEĆA KOBASICA IZ GLARUSA),https://drycured.com/recepti-baza/glarner-kalberwurst-teleca-kobasica-iz-glarusa/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2737,CHURER SALSIZ (DIVLJAČKA KOBASICA IZ CHURA),https://drycured.com/recepti-baza/churer-salsiz-divljacka-kobasica-iz-chura/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2741,AARGAUER RÜEBLIWURST (MESNATA KOBASICA S MRKVOM),https://drycured.com/recepti-baza/aargauer-ruebliwurst-mesnata-kobasica-s-mrkvom/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2744,WALLISER TROCKENFLEISCH (SUŠENA GOVEDINA IZ VALAISA),https://drycured.com/recepti-baza/walliser-trockenfleisch-susena-govedina-iz-valaisa/,publish,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,FAIL,A_PUBLIC_BLOCKED,,NEEDS_CLASSIFICATION;NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,0,1,1,1,1,1,1,0,1
2745,SALSIZ (ALPSKA SUHA KOBASICA),https://drycured.com/recepti-baza/salsiz-alpska-suha-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2746,CULATELLO DI ZIBELLO,https://drycured.com/recepti-baza/culatello-di-zibello/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,0,1
2747,LONZINO (LOMBO),https://drycured.com/recepti-baza/lonzino-lombo/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,0,1
2774,Jambon Persillé (Šunka u želeu s peršinom),https://drycured.com/recepti-baza/jambon-persille-sunka-u-zeleu-s-persinom/,publish,WHOLE_CUT,WHOLE_CUT,FAIL,A_PUBLIC_BLOCKED,"WHOLE_CUT_TITLE:sunka,jambon",PUBLIC_OR_META_INTERNAL_TEXT_HIT,0,1,1,1,1,1,1,1,1,1,0,0,1
2778,Čvarci s Papuka &#8211; Planinski recept,https://drycured.com/recepti-baza/cvarci-s-papuka-planinski-recept/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2779,Slavonski cviček (suhomesnati narez),https://drycured.com/recepti-baza/slavonski-cvicek-suhomesnati-narez/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2972,Slavonski kulen (PDO EU),https://drycured.com/recepti-baza/hr-sl-001-slavonski-kulen-pdo-eu/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,1,1,1,1,1,1,1,0,1
2973,Kulenova seka,https://drycured.com/recepti-baza/hr-sl-002-kulenova-seka/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,0,0,1
2974,Baranjski kulen (ZOZP EU),https://drycured.com/recepti-baza/hr-sl-003-baranjski-kulen-zozp-eu/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,0,1
2975,Đakovački kulen,https://drycured.com/recepti-baza/hr-sl-004-dakovacki-kulen/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,0,1
2976,Slavonska domaća kobasica,https://drycured.com/recepti-baza/hr-sl-005-slavonska-domaca-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,1,1
2977,Srijemska kobasica (OGP),https://drycured.com/recepti-baza/hr-sl-006-srijemska-kobasica-ogp/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,0,1
2979,Baranjska kobasica,https://drycured.com/recepti-baza/hr-sl-008-baranjska-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,0,1
2981,Slavonska kobasica (ZOI EU 2023),https://drycured.com/recepti-baza/hr-sl-010-slavonska-kobasica-zoi-eu-2023/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,1,1,1,1,0,1,1,1,1,1,1,0,1
2996,Brodska kobasica (Slavonski Brod),https://drycured.com/recepti-baza/hr-sl-030-brodska-kobasica-slavonski-brod/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE,1,1,1,1,0,1,1,1,1,1,1,0,0
2997,Osječka kobasica,https://drycured.com/recepti-baza/hr-sl-031-osjecka-kobasica/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE,1,1,1,1,0,1,1,1,1,1,1,0,0
3000,Slavonska domaća salama,https://drycured.com/recepti-baza/hr-sl-034-slavonska-domaca-salama/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,NITRITE_WITHOUT_SAFETY_NOTE,1,1,1,1,0,1,1,1,1,1,1,0,0
3001,Slavonska čvarkovača (kobasica od čvaraka),https://drycured.com/recepti-baza/hr-sl-036-slavonska-cvarkovaca-kobasica-od-cvaraka/,publish,GROUND_MEAT_OR_CASING,GROUND_MEAT_OR_CASING,FAIL,A_PUBLIC_BLOCKED,,GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE,1,0,1,1,1,1,1,1,1,1,1,0,0
